#Metacyc pathway and RXN mapping file
#Pathway	RXN
PYRIDNUCSYN-PWY	QUINOLINATE-SYNTHA-RXN
PYRIDNUCSYN-PWY	QUINOPRIBOTRANS-RXN
PYRIDNUCSYN-PWY	NAD-SYNTH-NH3-RXN
PYRIDNUCSYN-PWY	L-ASPARTATE-OXID-RXN
PYRIDNUCSYN-PWY	NICONUCADENYLYLTRAN-RXN
PYRIDNUCSYN-PWY	NAD-SYNTH-GLN-RXN
PWY-6406	ISOCHORSYN-RXN
PWY-6406	RXN-1981
NADSYN-PWY	1.13.11.6-RXN
NADSYN-PWY	RXN-5721
PWY-7761	NAD-SYNTH-GLN-RXN
PWY-7761	NADPYROPHOSPHAT-RXN
PWY-7761	NMNAMIDOHYDRO-RXN
PWY-7761	NICONUCADENYLYLTRAN-RXN
PYRIDNUCSAL-PWY	NADPYROPHOSPHAT-RXN
PYRIDNUCSAL-PWY	NICONUCADENYLYLTRAN-RXN
PYRIDNUCSAL-PWY	NICOTINAMID-RXN
PYRIDNUCSAL-PWY	NICOTINATEPRIBOSYLTRANS-RXN
PYRIDNUCSAL-PWY	NAD-SYNTH-GLN-RXN
PYRIDNUCSAL-PWY	NMNNUCLEOSID-RXN
NAD-BIOSYNTHESIS-III	2.4.2.12-RXN
NAD-BIOSYNTHESIS-III	2.7.7.1-RXN
PWY-5653	NAD-SYNTH-GLN-RXN
PWY-5653	QUINOPRIBOTRANS-RXN
PWY-5653	RXN-5721
PWY-5653	NICONUCADENYLYLTRAN-RXN
PWY-6690	RXN-12073
PWY-6690	RXN-12070
PWY-6690	RXN-12072
PWY-6690	RXN-12071
PWY-6690	RXN-10040
HCAMHPDEG-PWY	MHPHYDROXY-RXN
HCAMHPDEG-PWY	HCAMULTI-RXN
HCAMHPDEG-PWY	MHPCHYDROL-RXN
HCAMHPDEG-PWY	1.13.11.16-RXN
HCAMHPDEG-PWY	PHENPRODIOLDEHYDROG-RXN
PWY-6080	RXN-9833
PWY-6080	RXN-11246
PWY-6080	RXN-9832
PWY-6080	RXN-9834
PWY-6080	OHBENZCOARED-RXN
PWY-6080	RXN-9831
PWY-7757	RXN-17422
PWY-7757	RXN-17423
PWY-7757	4-HYDROXYBENZOATE-3-MONOOXYGENASE-RXN
PWY-7757	RXN-9832
PWY-7757	RXN-17421
P281-PWY	R242-RXN
P281-PWY	R244-RXN
P281-PWY	R246-RXN
P281-PWY	GENTISATE-12-DIOXYGENASE-RXN
P281-PWY	R241-RXN
P281-PWY	1.14.13.58-RXN
P281-PWY	RXN-2006
P281-PWY	R243-RXN
PWY-6471	RXN-11338
PWY-6471	RXN-11342
PWY-6471	RXN-11350
PWY-6471	6.3.2.10-RXN
PWY-6471	RXN-8976
PWY-6471	RXN-11351
PWY-6471	RXN-15521
PWY-6471	RXN-8975
PWY-6471	RXN-20088
PWY-7627	RXN-16311
PWY-7627	RXN-16309
PWY-7627	RXN-16306
PWY-7627	RXN-16305
PWY-7627	RXN-16308
PWY-7627	RXN-16304
PWY-7627	RXN-16310
PWY-6470	RXN-11347
PWY-6470	RXN-11346
PWY-6470	RXN-11345
PWY-6470	6.3.2.10-RXN
PWY-6470	RXN-11349
PWY-6470	RXN-11343
PWY-6470	RXN-15521
PWY-6470	RXN-11348
PWY-6470	3.4.17.14-RXN
PWY-6470	RXN-11344
PWY-7096	ENOYL-ACP-REDUCT-NADH-RXN
PWY-7096	RXN-17126
PWY0-1338	RXN0-1863
PWY0-1338	RXN0-1862
PWY0-1338	RXN0-2001
PWY0-1338	RXN0-3521
PWY0-1338	RXN0-5409
PWY0-1338	RXN0-1861
PWY-7347	PGLUCISOM-RXN
PWY-7347	SUCROSE-PHOSPHATASE-RXN
PWY-7347	GLUC1PURIDYLTRANS-RXN
PWY-7347	SUCROSE-PHOSPHATE-SYNTHASE-RXN
PWY-6559	RXN-11566
PWY-6559	ASPARTATEKIN-RXN
PWY-6559	RXN-11564
PWY-6559	ASPARTATE-SEMIALDEHYDE-DEHYDROGENASE-RXN
BSUBPOLYAMSYN-PWY	SPERMIDINESYN-RXN
BSUBPOLYAMSYN-PWY	SAMDECARB-RXN
PWY-6834	ARGDECARBOX-RXN
PWY-6834	RXN-12515
PWY-6834	RXN-12514
PWY-6834	SAMDECARB-RXN
PWY0-43	RXN0-268
PWY0-43	RXN0-310
PWY0-43	METHYLMALONYL-COA-MUT-RXN
PWY-7860	RXN-13567
PWY-7860	RXN-13566
PWY0-1261	UDPNACETYLMURAMATEDEHYDROG-RXN
PWY0-1261	RXN0-5227
PWY0-1261	RXN0-2361
PWY0-1261	RXN0-5225
PWY0-1261	NAG6PDEACET-RXN
PWY0-1261	RXN0-5226
PWY0-1261	5.4.2.10-RXN
PWY0-1261	NAG1P-URIDYLTRANS-RXN
PWY0-1261	2.3.1.157-RXN
PWY0-1261	RXN0-4621
PWY0-1261	RXN0-4641
PWY0-1261	UDPNACETYLGLUCOSAMENOLPYRTRANS-RXN
PWY-7883	RXN0-5225
PWY-7883	RXN0-5227
PWY-7883	RXN0-2361
PWY-7883	RXN0-5226
PWY-7883	RXN-18659
PWY-7883	RXN-18661
PWY-7883	RXN0-4621
PWY-7883	RXN-18660
PWY-7683	RXN-16809
PWY-7683	RXN-16805
PWY-7683	RXN-16818
PWY-4984	ARGSUCCINLYA-RXN
PWY-4984	ORNCARBAMTRANSFER-RXN
PWY-4984	RXN-13202
PWY-4984	ARGSUCCINSYN-RXN
PWY-4984	ARGINASE-RXN
AMMOXID-PWY	AMONITRO-RXN
AMMOXID-PWY	HAONITRO-RXN
PWY-7082	AMONITRO-RXN
PWY-7082	HAONITRO-RXN
PWY-7082	1.10.2.2-RXN
PWY-7082	RXN-13572
PWY-2242	AMONITRO-RXN
PWY-2242	RXN-3482
PWY-2242	RXN-3483
PWY-7446	RXN-17701
PWY-7446	RXN-15297
PWY-7446	RXN-15299
PWY-7446	RXN-15298
PWY-7446	RXN-15296
PWY-7722	RXN-17095
PWY-7722	RXN-17096
PWY-7722	RXN-17098
PWY-7722	RXN-17101
PWY-7722	RXN-17097
PWY-6696	1.2.1.2-RXN
PWY-6696	GLYOXYLATE-DEHYDROGENASE-ACYLATING-RXN
PWY-6696	OXALYL-COA-DECARBOXYLASE-RXN
PWY-6696	FORMYL-COA-HYDROLASE-RXN
PWY-6696	OXALATE-COA-TRANSFERASE-RXN
PWY-7985	FORMYL-COA-HYDROLASE-RXN
PWY-7985	OXALATE--COA-LIGASE-RXN
PWY-7985	1.2.1.2-RXN
PWY-7985	OXALYL-COA-DECARBOXYLASE-RXN
PWY-5834	RXN-9160
PWY-5834	RXN-9159
PWY-5830	RXN-9188
PWY-5830	RXN-9161
PWY-6695	OXALATE-COA-TRANSFERASE-RXN
PWY-6695	RXN0-1382
PWY-6695	OXALYL-COA-DECARBOXYLASE-RXN
PWY-5833	2.7.7.33-RXN
PWY-5833	CDP-GLUCOSE-46-DEHYDRATASE-RXN
PWY-5833	1.17.1.1-RXN
PWY-7127	RXN-13746
PWY-7127	RXN-13745
PWY-5823	RXN-9158
PWY-5823	RXN-9188
PWY-5823	RXN-9159
PWY-5823	1.17.1.1-RXN
PWY-6998	RXN-13104
PWY-6998	RXN-13105
PHOSLIPSYN-PWY	PHOSPHASERDECARB-RXN
PHOSLIPSYN-PWY	PHOSPHAGLYPSYN-RXN
PHOSLIPSYN-PWY	RXN0-7012
PHOSLIPSYN-PWY	CDPDIGLYSYN-RXN
PHOSLIPSYN-PWY	PHOSPHASERSYN-RXN
PWY-6349	2.5.1.42-RXN
PWY-6349	RXN-14399
PWY-6349	RXN-14400
PWY-6349	RXN-9995
PWY-6349	1.1.1.261-RXN
PWY-6349	2.5.1.41-RXN
PWY-6141	2.5.1.42-RXN
PWY-6141	RXN-14406
PWY-6141	RXN-14400
PWY-6141	RXN-9995
PWY-6141	RXN-14405
PWY-6141	RXN-14398
PWY-6141	RXN-10935
PWY-6141	RXN-9996
PWY-6350	RXN-10934
PWY-6350	RXN-14400
PWY-6350	RXN-9995
PWY-6350	RXN-10933
PWY-6350	RXN-14403
PWY-6350	RXN-14404
PWY-5667	RXN-1381
PWY-5667	RXN-1623
PWY-5667	CDPDIGLYSYN-RXN
PWY-5667	GLYC3PDEHYDROGBIOSYN-RXN
PWY0-1319	RXN-10462
PWY0-1319	1-ACYLGLYCEROL-3-P-ACYLTRANSFER-RXN
PWY0-1319	CDPDIGLYSYN-RXN
PWY0-1319	GLYC3PDEHYDROGBIOSYN-RXN
PWY-5981	1-ACYLGLYCEROL-3-P-ACYLTRANSFER-RXN
PWY-5981	RXN-9590
PWY-5981	RXN-9591
PWY-5981	CDPDIGLYSYN-RXN
PWY-5981	GLYC3PDEHYDROGBIOSYN-RXN
PWY-5285	RXN-16574
PWY-5285	FESGSHTHIO-RXN
PWY-5285	RXN-15348
SULFUROX-PWY	SULFUR-DIOXYGENASE-RXN
SULFUROX-PWY	RXN-16574
SULFUROX-PWY	FESGSHTHIO-RXN
FESULFOX-PWY	SULFUR-DIOXYGENASE-RXN
FESULFOX-PWY	FESO3OXI-RXN
FESULFOX-PWY	SULFFEOXIDO-RXN
PWY-5308	ADENYLYLSULFATE-REDUCTASE-RXN
PWY-5308	R164-RXN
PWY-5308	SULFITE-DEHYDROGENASE-RXN
PWY-5308	THIOSULFATE--THIOL-SULFURTRANSFERASE-RXN
PWY-5308	RXN-8202
SHIKIMATEDEG-PWY	SHIKIMATE-PQQ-RXN
SHIKIMATEDEG-PWY	DHSHIKIMATE-DEHYDRO-RXN
PWY-6419	RXN-11174
PWY-6419	DHSHIKIMATE-DEHYDRO-RXN
PWY-1269	RXN-16804
PWY-1269	KDO-8PSYNTH-RXN
PWY-1269	CPM-KDOSYNTH-RXN
PWY-1269	KDO-8PPHOSPHAT-RXN
PWY-1269	DARAB5PISOM-RXN
PWY-6140	RXN-9991
PWY-6140	RXN-9993
PWY-6140	MANNKIN-RXN
PWY-6140	RXN-9992
PWY-6143	RXN-10000
PWY-6143	RXN-10002
PWY-6143	RXN-9998
PWY-6143	RXN-10003
PWY-6143	RXN-9999
PWY-6143	RXN-10001
PWY-6145	1.14.18.2-RXN
PWY-6145	RXN-9990
PWY-7529	RXN-15653
PWY-7529	RXN-15652
PWY-7529	RXN-15655
PWY-7529	RXN-15654
PWY-7674	RXN-16804
PWY-7674	RXN-16748
PWY-7674	KDO-8PSYNTH-RXN
PWY-7674	RXN-16746
PWY-7674	KDO-8PPHOSPHAT-RXN
PWY-7674	DARAB5PISOM-RXN
PWY-7674	RXN-16747
PWY-7719	RXN-17080
PWY-7719	RXN-17082
PWY-7719	RXN-17078
PWY-7719	RXN-17081
PWY-7719	RXN-9998
PWY-7719	RXN-17083
PWY-7719	RXN-17079
PWY-6749	RXN-12235
PWY-6749	RXN-12239
PWY-6749	RXN-12236
PWY-6749	5.4.2.10-RXN
PWY-6749	L-GLN-FRUCT-6-P-AMINOTRANS-RXN
PWY-6749	RXN-12238
PWY-6749	RXN-12234
PWY-6749	RXN-12233
PWY-6749	RXN-12232
PWY-6749	RXN-12231
PWY-7131	RXN-13574
PWY-7131	RXN-12238
PWY-7131	RXN-12239
PWY-6139	RXN-9987
PWY-6139	RXN-9990
PWY-6139	N-ACETYLNEURAMINATE-SYNTHASE-RXN
PWY-5499	RXN-8757
PWY-5499	4-PYRIDOXOLACTONASE-RXN
PWY-5499	RXN-8756
PWY-5499	PYRIDOXINE-4-OXIDASE-RXN
PWY-5499	PYRIDOXAL-4-DEHYDROGENASE-RXN
PWY-5499	1.14.12.4-RXN
PWY-5499	3.5.1.29-RXN
PWY-5499	2.6.1.30-RXN
PWY-5499	4.1.1.51-RXN
PWY-7398	RXN-12349
PWY-7398	RXN-14987
PWY-7398	RXN-9697
PWY-7398	RXN-12963
PWY-7398	4-COUMARATE--COA-LIGASE-RXN
PWY-7398	RXN-14988
PWY-7398	RXN-14990
PWY-7398	RXN-12350
PWY-7398	CAFFEOYL-COA-O-METHYLTRANSFERASE-RXN
PWY-7398	RXN-16763
PWY-7398	RXN-16762
PWY-7398	RXN-1126
PWY-7398	RXN-12965
PWY-7304	RXN-14663
PWY-7304	RXN-14548
PWY-7304	RXN-14665
PWY-7304	RXN-14666
PWY-7304	RXN-14664
PROUT-PWY	RXN-14903
PROUT-PWY	SPONTPRO-RXN
PROUT-PWY	RXN-14116
PWY-5055	DIMETHYLMALEATE-HYDRATASE-RXN
PWY-5055	2-METHYLENEGLUTARATE-MUTASE-RXN
PWY-5055	6-HYDROXYNICOTINATE-REDUCTASE-RXN
PWY-5055	METHYLITACONATE-DELTA-ISOMERASE-RXN
PWY-5055	RXN-7640
PWY-5055	23-DIMETHYLMALATE-LYASE-RXN
PWY-5055	RXN-7637
PWY-5055	3.5.2.18-RXN
PWY-5055	1.1.1.291-RXN
PWY-5033	RXN-11353
PWY-5033	RXN-7586
PWY-5033	MALEATE-ISOMERASE-RXN
PWY-5033	RXN-646
PWY-5033	RXN-7585
PWY-722	RXN-11318
PWY-722	NICOTINATE-DEHYDROGENASE-RXN
PWY-722	1.13.11.9-RXN
PWY-722	MALEATE-ISOMERASE-RXN
PWY-722	RXN-7573
PWY-722	RXN-646
PWY-5971	RXN-9540
PWY-5971	RXN-9516
PWY-5971	RXN-9524
PWY-5971	RXN-9514
PWY-5971	RXN-9531
PWY-5971	RXN-9528
PWY-5971	4.2.1.61-RXN
PWY-5971	RXN-9623
PWY-5971	RXN-9660
PWY-5971	RXN-9663
PWY-5971	RXN-9523
PWY-5971	RXN-16393
PWY-5971	RXN-9549
PWY-5971	RXN-9535
PWY-5971	RXN-9655
PWY-5971	RXN-9518
PWY-5971	RXN-9520
PWY-5971	RXN-9658
PWY-5971	RXN-9533
PWY-5971	RXN-9662
PWY-5971	RXN-9532
PWY-5971	4.2.1.59-RXN
PWY-5971	RXN-9536
PWY-5971	RXN-9657
PWY-5971	RXN-9661
PWY-5971	RXN-9539
PWY-5971	RXN-9659
PWY-5971	RXN-9527
PWY-5971	3.1.2.21-RXN
PWY-5971	4.2.1.58-RXN
PWY-5971	RXN-9537
PHOTOALL-PWY	1.18.1.2-RXN
PHOTOALL-PWY	1.2.1.13-RXN
PWY-181	GLYCINE-AMINOTRANSFERASE-RXN
PWY-181	RXN-969
PWY-181	SERINE-GLYOXYLATE-AMINOTRANSFERASE-RXN
PWY-181	GLYCERATE-DEHYDROGENASE-RXN
PWY-181	GLY3KIN-RXN
PWY-181	GLYOHMETRANS-RXN
PWY-181	GCVMULTI-RXN
PWY-181	RXN-961
PWY-181	GPH-RXN
PWY-6993	RXN-11318
PWY-6993	1.13.11.9-RXN
PWY-6993	SUCCSEMIALDDEHYDROG-RXN
PWY-6993	RXN-13077
PWY-6993	RXN-13082
PWY-6993	MALEATE-ISOMERASE-RXN
PWY-6993	RXN-13081
PWY-6993	RXN-646
PWY-6993	RXN-13088
PWY-6993	RXN-13089
PWY-6993	RXN-13076
P181-PWY	RXN-13072
P181-PWY	RXN-13070
P181-PWY	SUCCSEMIALDDEHYDROG-RXN
P181-PWY	RXN-16527
P181-PWY	GABATRANSAM-RXN
P181-PWY	RXN-16528
P181-PWY	R161-RXN
P181-PWY	RXN-16526
P181-PWY	R162-RXN
P181-PWY	1.14.13.10-RXN
P181-PWY	RXN-13069
P181-PWY	NICOTINE-DEHYDROGENASE-RXN
P181-PWY	RXN-13065
P181-PWY	R181-RXN
P181-PWY	RXN-13071
P181-PWY	RXN-13068
P181-PWY	RXN-13067
PWY-7128	NICOTINE-DEHYDROGENASE-RXN
PWY-7128	RXN-11318
PWY-7128	1.13.11.9-RXN
PWY-7128	RXN-16527
PWY-7128	MALEATE-ISOMERASE-RXN
PWY-7128	RXN-16526
PWY-7128	RXN-16529
PWY-7128	RXN-13081
PWY-7128	RXN-16530
PWY-7128	RXN-646
PWY-7848	RXN-18346
PWY-7848	RXN-18347
PWY-7844	RXN-18339
PWY-7844	RXN-18338
PWY-7847	RXN-14696
PWY-7847	RXN-14697
PWY-7846	RXN-18463
PWY-7846	RXN-18464
PWY-7846	RXN-18337
PWY4FS-8	PGPPHOSPHA-RXN
PWY4FS-8	PHOSPHAGLYPSYN-RXN
PWY4FS-8	CDPDIGLYSYN-RXN
PWY4FS-7	PGPPHOSPHA-RXN
PWY4FS-7	PHOSPHAGLYPSYN-RXN
PWY4FS-7	CDPDIGLYSYN-RXN
PWY-6654	RXN-11781
PWY-6654	2-DEHYDROPANTOATE-REDUCT-RXN
PWY-6654	RXN-15635
PWY-6654	RXN-11782
PANTO-PWY	PANTOTHENATE-KIN-RXN
PANTO-PWY	2-DEHYDROPANTOATE-REDUCT-RXN
PANTO-PWY	3-CH3-2-OXOBUTANOATE-OH-CH3-XFER-RXN
PANTO-PWY	PANTOATE-BETA-ALANINE-LIG-RXN
PWY-2722	BETA-PHOSPHOGLUCOMUTASE-RXN
PWY-2722	GLUCOKIN-RXN
PWY-2722	ALPHAALPHA-TREHALOSE-PHOSPHORYLASE-RXN
PWY0-1466	ALDOSE-1-EPIMERASE-RXN
PWY0-1466	TREHALA-RXN
PWY-2721	BETA-PHOSPHOGLUCOMUTASE-RXN
PWY-2721	2.4.1.216-RXN
PHENOLDEG-PWY	4-HYDROXYBENZOATE--COA-LIGASE-RXN
PHENOLDEG-PWY	OHBENZCOARED-RXN
PHENOLDEG-PWY	PHENYLPCARB-RXN
PHENOLDEG-PWY	PHENOLPHOS-RXN
PWY0-1182	GLUCOKIN-RXN
PWY0-1182	TREHALA-RXN
TREDEGLOW-PWY	GLUCOKIN-RXN
TREDEGLOW-PWY	TRE6PHYDRO-RXN
PWY-5063	RXN-7660
PWY-5063	RXN-7658
PWY-5063	RXN-7659
PWY-7790	OROTPDECARB-RXN
PWY-7790	DIHYDROOROT-RXN
PWY-7790	ASPCARBTRANS-RXN
PWY-7790	OROPRIBTRANS-RXN
PWY-7790	RXN-9929
PWY-7790	CARBPSYN-RXN
PWY-7822	RXN-12309
PWY-7822	RXN-18084
PWY-7822	RXN-18079
PWY-7822	3.2.1.14-RXN
PWY-7822	RXN-18080
PWY-7822	RXN-12625
PWY-7822	RXN-18083
PWY-6906	N-ACETYLGLUCOSAMINE-KINASE-RXN
PWY-6906	NAG6PDEACET-RXN
PWY-6906	TRANS-RXN0-445
PWY-6906	GLUCOSAMINE-KINASE-RXN
PWY-6906	GLUCOSAMINE-6-P-DEAMIN-RXN
PWY-6906	PHOSACETYLGLUCOSAMINEMUT-RXN
PWY-6906	RXN-12627
PWY-6906	RXN-12629
PWY-5686	OROTPDECARB-RXN
PWY-5686	DIHYDROOROT-RXN
PWY-5686	ASPCARBTRANS-RXN
PWY-5686	DIHYDROOROTATE-DEHYDROGENASE-RXN
PWY-5686	OROPRIBTRANS-RXN
PWY-5686	CARBPSYN-RXN
PWY-6902	RXN-12626
PWY-6902	RXN-12623
PWY-6902	TRANS-RXN-323
PWY-6902	3.2.1.14-RXN
PWY-6902	RXN-12625
PWY-6855	RXN-12309
PWY-6855	RXN-12543
PWY-6855	N-ACETYLGLUCOSAMINE-DEACETYLASE-RXN
PWY-6855	RXN-12545
PWY-6855	GLUCOSAMINE-6-P-DEAMIN-RXN
PWY-6855	3.2.1.14-RXN
PWY-6855	RXN-12544
PWY-7791	OROTPDECARB-RXN
PWY-7791	DIHYDROOROT-RXN
PWY-7791	ASPCARBTRANS-RXN
PWY-7791	OROPRIBTRANS-RXN
PWY-7791	CARBPSYN-RXN
PWY-7791	OROTATE-REDUCTASE-NADH-RXN
PWY-6083	RXN-9859
PWY-6083	RXN-9858
PWY-6099	RXN-9875
PWY-6099	RXN-9876
TCA	CITSYN-RXN
TCA	ISOCITDEH-RXN
TCA	ACONITATEDEHYDR-RXN
TCA	ACONITATEHYDR-RXN
TCA	MALATE-DEH-RXN
TCA	MALATE-DEHYDROGENASE-ACCEPTOR-RXN
TCA	RXN-14971
TCA	2OXOGLUTARATEDEH-RXN
TCA	SUCCCOASYN-RXN
TCA	FUMHYDR-RXN
PWY-6081	RXN-9854
PWY-6081	RXN-9853
PWY-6091	RXN-9877
PWY-6091	RXN-9880
P105-PWY	CITSYN-RXN
P105-PWY	ACONITATEDEHYDR-RXN
P105-PWY	ISOCITDEH-RXN
P105-PWY	ACONITATEHYDR-RXN
P105-PWY	ISOCIT-CLEAV-RXN
P105-PWY	SUCCSEMIALDDEHYDROG-RXN
P105-PWY	MALSYN-RXN
P105-PWY	MALATE-DEH-RXN
P105-PWY	RXN-14971
P105-PWY	RXN-7774
P105-PWY	FUMHYDR-RXN
14DICHLORBENZDEG-PWY	RXN-18361
14DICHLORBENZDEG-PWY	CHLOROCATDIOXY-RXN
14DICHLORBENZDEG-PWY	MALEYLACETATE-REDUCTASE-RXN
14DICHLORBENZDEG-PWY	RXN-18362
14DICHLORBENZDEG-PWY	DIENELACHYDRO-RXN
14DICHLORBENZDEG-PWY	CHLOROMALERED-RXN
14DICHLORBENZDEG-PWY	RXN-18360
14DICHLORBENZDEG-PWY	DIOXYXANFL-RXN
14DICHLORBENZDEG-PWY	CHLOROBENDDH-RXN
PWY-6090	RXN-9879
PWY-6090	RXN-9878
PWY-6969	CITSYN-RXN
PWY-6969	ISOCITDEH-RXN
PWY-6969	ACONITATEDEHYDR-RXN
PWY-6969	ACONITATEHYDR-RXN
PWY-6969	ISOCIT-CLEAV-RXN
PWY-6969	2-OXOGLUTARATE-SYNTHASE-RXN
PWY-6969	MALSYN-RXN
PWY-6969	MALATE-DEH-RXN
PWY-6969	RXN-14971
PWY-6969	SUCCCOASYN-RXN
PWY-6969	RXN-12912
PWY-6969	FUMHYDR-RXN
REDCITCYC	CITSYN-RXN
REDCITCYC	ISOCITDEH-RXN
REDCITCYC	ACONITATEDEHYDR-RXN
REDCITCYC	R601-RXN
REDCITCYC	ACONITATEHYDR-RXN
REDCITCYC	RXNI-2
REDCITCYC	2-OXOGLUTARATE-SYNTHASE-RXN
REDCITCYC	RXNI-3
REDCITCYC	FUMHYDR-RXN
PWY-5913	CITSYN-RXN
PWY-5913	ISOCITDEH-RXN
PWY-5913	ACONITATEDEHYDR-RXN
PWY-5913	ACONITATEHYDR-RXN
PWY-5913	RXN-14970
PWY-5913	PEPCARBOX-RXN
PWY-5913	ASPAMINOTRANS-RXN
PWY-5913	MALATE-DEH-RXN
PWY-5913	GLUTDEHYD-RXN
PWY-5913	SUCCCOASYN-RXN
PWY-5913	FUMHYDR-RXN
PWY-5297	RXN-8213
PWY-5297	RXN-8212
PWY-5194	UROPORIIIMETHYLTRANSA-RXN
PWY-5194	RXN-8675
PWY-5194	SIROHEME-FERROCHELAT-RXN
PWY-5194	DIMETHUROPORDEHYDROG-RXN
PWY-7254	CITSYN-RXN
PWY-7254	ISOCITDEH-RXN
PWY-7254	ACONITATEDEHYDR-RXN
PWY-7254	ACONITATEHYDR-RXN
PWY-7254	RXN-8807
PWY-7254	MALATE-DEHYDROGENASE-ACCEPTOR-RXN
PWY-7254	RXN-14971
PWY-7254	2OXOGLUTARATEDEH-RXN
PWY-7254	FUMHYDR-RXN
PWY-7760	RXN-17432
PWY-7760	RXN-18416
PWY-7760	RXN-17457
PWY-7760	RXN-17467
PWY-7760	RXN-17445
PWY-7760	RXN-17430
PWY-7760	RXN-18414
PWY-7760	RXN-17466
PWY-7760	RXN-18418
PWY-7760	RXN-17462
PWY-7760	RXN-5286
PWY-7760	RXN-17465
PWY-7760	RXN-17443
PWY-7760	RXN-17436
PWY-7760	RXN-17431
PWY-7760	RXN-17459
PWY-7760	RXN-17456
PWY-7760	RXN-17491
PWY-7760	RXN-17468
PWY-7760	RXN-17460
PWY-7760	RXN-17458
PWY-7760	RXN-17435
PWY-7760	RXN-17433
PWY-7760	RXN-17434
PWY-7760	RXN-17463
PWY-7760	RXN-17444
PWY-7760	RXN-17441
PWY-7760	RXN-17429
PWY-7760	RXN-17461
PWY-7760	RXN-18420
PWY-7759	RXN-17443
PWY-7759	RXN-5286
PWY-7759	RXN-17435
PWY-7759	RXN-17430
PWY-7759	RXN-17432
PWY-7759	RXN-17436
PWY-7759	RXN-17431
PWY-7759	RXN-17433
PWY-7759	RXN-17434
PWY-7759	RXN-17442
PWY-7759	RXN-17448
PWY-7759	RXN-17444
PWY-7759	RXN-17447
PWY-7759	RXN-17441
PWY-7759	RXN-17491
PWY-7759	RXN-17446
PWY-7759	RXN-17429
PWY-7759	RXN-17445
PWY-7758	RXN-17438
PWY-7758	RXN-17435
PWY-7758	RXN-5286
PWY-7758	RXN-17430
PWY-7758	RXN-17432
PWY-7758	RXN-17436
PWY-7758	RXN-17431
PWY-7758	RXN-17433
PWY-7758	RXN-17434
PWY-7758	RXN-17437
PWY-7758	RXN-17440
PWY-7758	RXN-17491
PWY-7758	RXN-17429
PWY-7758	RXN-17439
PWY-7762	RXN-17481
PWY-7762	RXN-17484
PWY-7762	RXN-17482
PWY-7762	RXN-17477
PWY-7762	RXN-17478
PWY-7762	RXN-17480
PWY-7762	RXN-17479
PWY-5526	RXN-8786
PWY-5526	RXN-8793
PWY-5526	RXN-17425
PWY-5526	RXN-8788
PWY-5526	RXN-8789
PWY-5526	RXN-8792
PWY-5526	RXN-8785
PWY-5526	RXN-17424
PWY-5526	RXN-8790
PWY-5526	RXN-17491
PWY-5526	RXN-5286
PWY-5526	RXN-8791
PWY-5526	RXN-8787
PWY-7817	TRANS-RXN-315
PWY-7817	GLUC1PURIDYLTRANS-RXN
PWY-7817	TRANS-RXN-316
PWY-7817	PGPPHOSPHA-RXN
PWY-7817	RXN-18014
PWY-7817	PHOSPHAGLYPSYN-RXN
PWY-7817	RXN-18038
PWY-7817	DIACYLGLYKIN-RXN
PWY-7817	RXN-15117
PWY-7817	RXN-16648
PWY-7817	RXN-18013
PWY-7817	RXN-18039
PWY-7817	RXN-18037
PWY-7817	CDPDIGLYSYN-RXN
PWY-7817	RXN-18036
PWY-7817	RXN-18035
TEICHOICACID-PWY	TEICHOICSYN2-RXN
TEICHOICACID-PWY	TEICHOICSYN5-RXN
TEICHOICACID-PWY	RXN-18028
TEICHOICACID-PWY	RXN-18014
TEICHOICACID-PWY	UDPGLCNACEPIM-RXN
TEICHOICACID-PWY	TEICHOICSYN3-RXN
TEICHOICACID-PWY	RXN-18013
TEICHOICACID-PWY	TEICHOICSYN8-RXN
TEICHOICACID-PWY	TEICHOICSYN4-RXN
TEICHOICACID-PWY	2.7.7.39-RXN
TEICHOICACID-PWY	GLCNACPTRANS-RXN
TEICHOICACID-PWY	6.3.2.16-RXN
PWY-5068	RXN-7679
PWY-5068	RXN-7676
PWY-5068	RXN1F-66
PWY-5068	RXN-7674
PWY-5068	RXN-18400
PWY-5068	RXN-7677
PWY-5068	RXN-7678
PWY-7816	RXN-18027
PWY-7816	RXN-18020
PWY-7816	TEICHOICSYN2-RXN
PWY-7816	GLCNACPTRANS-RXN
PWY-7816	RIBITOL-5-PHOSPHATE-2-DEHYDROGENASE-RXN
PWY-7816	2.7.7.40-RXN
PWY-7816	RXN-18014
PWY-7816	RXN-18008
PWY-7816	RXN-18007
PWY-7816	UDPGLCNACEPIM-RXN
PWY-7816	TEICHOICSYN3-RXN
PWY-7816	RXN-18013
PWY-7816	6.1.1.13-RXN
PWY-7816	2.4.1.53-RXN
PWY-7816	2.7.7.39-RXN
PWY-7816	RXN-18006
PWY-7816	TRANS-RXN-314
PWY-7764	RXN1F-66
PWY-7764	RXN-17491
PWY-7819	RXN-18059
PWY-7819	TRANS-RXN-321
PWY-7819	TEICHOICSYN2-RXN
PWY-7819	RXN-18060
PWY-7819	UDPGLCNACEPIM-RXN
PWY-7819	TEICHOICSYN3-RXN
PWY-7819	RXN-18058
PWY-7819	RXN-18057
PWY-7819	2.7.7.39-RXN
PWY-7819	RXN-18061
PWY-7819	GLCNACPTRANS-RXN
