#Metacyc pathway and RXN mapping file
#Pathway	RXN
PWY-922	DIPHOSPHOMEVALONTE-DECARBOXYLASE-RXN
PWY-922	MEVALONATE-KINASE-RXN
PWY-7211	OROTPDECARB-RXN
PWY-7211	RXN-12002
PWY-7211	UDPREDUCT-RXN
PWY-7211	RXN-12195
PWY-7211	CTPSYN-RXN
PWY-7524	RXN-15648
PWY-7524	RXN-10068
PWY-7524	IPPISOM-RXN
PWY-7524	ACETYL-COA-ACETYLTRANSFER-RXN
PWY-7524	RXN-15647
PWY-7524	RXN-15649
PWY-7524	1.1.1.34-RXN
PWY-7524	HYDROXYMETHYLGLUTARYL-COA-SYNTHASE-RXN
PWY-5901	DHBDEHYD-RXN
PWY-5901	ISOCHORSYN-RXN
PWY-5901	ISOCHORMAT-RXN
PWY-6174	RXN-10068
PWY-6174	IPPISOM-RXN
PWY-6174	ACETYL-COA-ACETYLTRANSFER-RXN
PWY-6174	RXN-10067
PWY-6174	1.1.1.34-RXN
PWY-6174	HYDROXYMETHYLGLUTARYL-COA-SYNTHASE-RXN
PWY-6174	MEVALONATE-KINASE-RXN
PWY-6457	RXN-2001
PWY-6457	PHENYLALANINE-AMMONIA-LYASE-RXN
HSERMETANA-PWY	HOMOCYSMETB12-RXN
HSERMETANA-PWY	ACETYLHOMOSER-CYS-RXN
HSERMETANA-PWY	HOMOCYSMET-RXN
PWY-6458	RXN-2002
PWY-6458	RXN-2006
PWY-6458	RXN-2003
PWY-5347	ASPARTATEKIN-RXN
PWY-5347	HOMOSERDEHYDROG-RXN
PWY-5347	HOMSUCTRAN-RXN
PWY-5347	ASPAMINOTRANS-RXN
PWY-6707	3-DEHYDROQUINATE-DEHYDRATASE-RXN
PWY-6707	RXN-12132
PWY-6707	RXN-12131
HOMOSER-METSYN-PWY	O-SUCCHOMOSERLYASE-RXN
HOMOSER-METSYN-PWY	RXN-15127
HOMOSER-METSYN-PWY	RXN-15131
HOMOSER-METSYN-PWY	HOMOCYSMETB12-RXN
HOMOSER-METSYN-PWY	HOMSUCTRAN-RXN
HOMOSER-METSYN-PWY	RXN-15124
HOMOSER-METSYN-PWY	HOMOCYSMET-RXN
PWY-5345	ASPARTATEKIN-RXN
PWY-5345	HOMOSERINE-O-ACETYLTRANSFERASE-RXN
PWY-5345	HOMOCYSMETB12-RXN
PWY-5345	SULFITE-REDUCT-RXN
PWY-5345	ASPAMINOTRANS-RXN
PWY-5345	HOMOSERDEHYDROG-RXN
PWY-5345	ACETYLHOMOSER-CYS-RXN
PWY-5345	HOMOCYSMET-RXN
PWY-7977	ASPARTATEKIN-RXN
PWY-7977	HOMOCYSMETB12-RXN
PWY-7977	RXN-19380
PWY-7977	ASPARTATE-SEMIALDEHYDE-DEHYDROGENASE-RXN
METSYN-PWY	HOMOSERDEHYDROG-RXN
METSYN-PWY	HOMSUCTRAN-RXN
PWY-7303	RXN-14670
PWY-7303	PREPHENATEDEHYDROG-RXN
PWY-7303	RXN-14631
PWY-7303	RXN-14671
PWY-6164	3-DEHYDROQUINATE-SYNTHASE-RXN
PWY-6164	DAHPSYN-RXN
PWY-7962	R343-RXN
PWY-7962	R344-RXN
PWY-7962	RXN-19344
PWY-7962	RXN-6261
PWY-7962	COBINPGUANYLYLTRANS-RXN
PWY-7962	R345-RXN
PWY-6160	ASPARTATEKIN-RXN
PWY-6160	RXN-10032
PWY-6160	RXN-10053
PWY-6160	ASPARTATE-SEMIALDEHYDE-DEHYDROGENASE-RXN
PWY-6160	RXN-10031
PWY-6160	RXN-8075
PWY-6160	RXN-10054
PWY-7963	RXN-19314
PWY-7963	RXN-16790
PWY-7963	RXN-19297
PWY-7966	RXN-19322
PWY-7966	RXN-19305
PWY-7966	RXN-19301
PWY-7969	RXN-19320
PWY-7969	RXN-19303
PWY-7969	RXN-19299
PWY-7961	RXN-19296
PWY-7961	RXN-14701
PWY-7961	RXN-19315
PWY-7965	RXN-19316
PWY-7965	RXN-19319
PWY-7965	RXN-19318
PWY-7968	RXN-19306
PWY-7968	RXN-19307
PWY-7968	RXN-19324
PWY-7975	COBALAMIN5PSYN-RXN
PWY-7975	RXN-19372
PWY-7975	RXN-8770
PWY-7975	TRANS-RXN-343
PWY-5509	COBALAMIN5PSYN-RXN
PWY-5509	RXN-8770
PWY-5509	DMBPPRIBOSYLTRANS-RXN
PWY-7964	RXN-19295
PWY-7964	RXN-19310
PWY-7964	RXN-19308
PWY-7967	RXN-19300
PWY-7967	RXN-19304
PWY-7967	RXN-19323
PWY-5794	RXN-9728
PWY-5794	RXN-9729
PWY-5794	RXN-9730
PWY-7970	RXN-19298
PWY-7970	RXN-19302
PWY-7970	RXN-19326
PWY-6060	RXN-9729
PWY-6060	RXN-9775
PWY-6060	RXN-9777
PWY-6060	RXN-9776
PWY-116	2.4.1.111-RXN
PWY-116	CONIFERIN-BETA-GLUCOSIDASE-RXN
P2-PWY	CITRATE-PRO-3S-LYASE-THIOLESTERASE-RXN
P2-PWY	2.7.8.25-RXN
P2-PWY	CITC-RXN
P2-PWY	2.3.1.49-RXN
P2-PWY	2.7.7.61-RXN
PWY-5862	RXN-9204
PWY-5862	RXN-9311
PWY-5862	TRANS-OCTAPRENYLTRANSTRANSFERASE-RXN
P241-PWY	R214-RXN
P241-PWY	R216-RXN
P241-PWY	RXN3O-1983
P241-PWY	R218-RXN
P241-PWY	HOMOCITRATE-SYNTHASE-RXN
P241-PWY	RXN-7970
P241-PWY	R212-RXN
P241-PWY	R215-RXN
P241-PWY	R211-RXN
P241-PWY	R213-RXN
P241-PWY	R217-RXN
P241-PWY	R224-RXN
P241-PWY	HOMOACONITATE-HYDRATASE-RXN
P241-PWY	R225-RXN
P241-PWY	R226-RXN
P241-PWY	R227-RXN
PWY-5196	RXN-8063
PWY-5196	RXN-8675
PWY-5196	RXN-8060
PWY-5196	UROPORIIIMETHYLTRANSA-RXN
PWY-5196	RXN-8061
PWY-5196	DIMETHUROPORDEHYDROG-RXN
PWY-5196	RXN-8059
PWY-5860	TRANS-PENTAPRENYLTRANSFERASE-RXN
PWY-5860	RXN-9311
PWY-5860	RXN-9217
PWY-5198	RXN-19230
PWY-5198	RXN-8076
PWY-5198	RXN-19229
PWY-5198	RXN-8077
PWY-5198	RXN-8078
PWY-5198	1.5.99.9-RXN
PWY-5199	RXN-8081
PWY-5199	RXN-8080
PWY-5254	TYROSINE-DECARBOXYLASE-RXN
PWY-5254	RXN-15946
PWY-5254	RXN-15945
PWY-5254	RXN-8123
PWY-5254	RXN-15947
PWY-5254	RXN-15944
PWY-5254	RXN-8119
PWY-5254	RXN-15949
PWY-7373	TRANS-PENTAPRENYLTRANSFERASE-RXN
PWY-7373	RXN-10622
PWY-7373	RXN-14909
PWY-5796	RXN-9101
PWY-5796	2.7.8.25-RXN
PWY-5915	1.3.7.3-RXN
PWY-5915	RXN-17523
PWY-5915	RXN-15985
PWY-5915	1.3.7.2-RXN
PWY-5917	RXN-17523
PWY-5917	RXN-15986
PWY-5917	1.3.7.5-RXN
PWY-5861	RXN-8992
PWY-5861	RXN-9311
PWY-5861	DMK-RXN
PWY-6012	3.1.4.14-RXN
PWY-6012	HOLO-ACP-SYNTH-RXN
PWY-6148	RXN-15734
PWY-6148	RXN-8124
PWY-6148	H2NEOPTERINALDOL-RXN
PWY-6148	RXN-10011
PWY-6148	RXN-10012
PWY-6148	RXN-15732
PWY-6148	RXN-10013
PWY-6148	RXN-15741
PWY-6148	RXN-15742
PWY-6148	RXN-15555
PWY-6148	RXN-15733
PWY-6148	CHORPYRLY-RXN
PWY-6148	RXN-10014
PWY-6148	RXN-10010
PWY-7767	RXN-16245
PWY-7767	BRANCHED-CHAINAMINOTRANSFERLEU-RXN
PWY-7767	RXN-16247
PWY-7767	RXN-17524
PWY-7767	RXN-16246
PWY-6420	RXN-11176
PWY-6420	RXN-11180
PWY-6420	RXN-15446
PWY-6420	RXN-11177
PWY-6420	RXN-11178
PWY-6420	RXN-11181
PWY-6420	RXN-11179
LEU-DEG2-PWY	METHYLCROTONYL-COA-CARBOXYLASE-RXN
LEU-DEG2-PWY	BRANCHED-CHAINAMINOTRANSFERLEU-RXN
LEU-DEG2-PWY	RXN0-2301
LEU-DEG2-PWY	HYDROXYMETHYLGLUTARYL-COA-LYASE-RXN
LEU-DEG2-PWY	2KETO-4METHYL-PENTANOATE-DEHYDROG-RXN
LEU-DEG2-PWY	METHYLGLUTACONYL-COA-HYDRATASE-RXN
PWY-5075	RXN-7690
PWY-5075	LEUCINE-23-AMINOMUTASE-RXN
PWY-5075	RXN-7691
PWY-7886	2.7.7.15-RXN
PWY-7886	CHOLINE-KINASE-RXN
PWY-7886	RXN-18687
PWY-7250	RXN-15881
PWY-7250	RXN-14381
PWY-7250	RXN-14390
PWY-7250	RXN-14388
PWY-7250	RXN-14386
PWY-7250	RXN-14384
PWY-7250	RXN-14387
PWY-7250	RXN-14389
PWY-7250	RXN-14391
PWY-7250	RXN-14385
PWY-7578	RXN-15986
PWY-7578	RXN-17523
PWY-7578	RXN-15988
PWY-7578	1.3.7.5-RXN
PWY-7579	1.3.7.3-RXN
PWY-7579	RXN-17523
PWY-7579	RXN-15985
PWY-7579	1.3.7.2-RXN
PWY-7579	RXN-15990
PWY-7580	RXN-17523
PWY-7580	RXN-9292
PWY-7580	RXN-15985
PWY-7639	RXN-16457
PWY-7639	RXN-16456
PWY-7710	RXN-17027
PWY-7710	RXN-17025
PWY-7710	RXN-17059
PWY-7710	HOMOCITRATE-SYNTHASE-RXN
PWY-7710	RXN-17026
PWY-7710	RXN-17060
PWY-7928	RXN-19047
PWY-7928	RXN-19045
PWY-7928	RXN-19042
PWY-7928	RXN-19051
PWY-7928	RXN-19044
PWY-7928	RXN-19048
PWY-7928	RXN-19049
PWY-7928	RXN-19043
PWY0-1433	H2NTPEPIM-RXN
PWY0-1433	RXN0-6367
PWY0-1433	RXN0-6368
PWY0-1433	GTP-CYCLOHYDRO-I-RXN
PWY-5386	GLYOXII-RXN
PWY-5386	DLACTDEHYDROGFAD-RXN
PWY-5386	GLYOXI-RXN
PWY-5453	RXN0-4281
PWY-5453	RXN-8632
PWY-5459	LACTALDDEHYDROG-RXN
PWY-5459	1.1.1.283-RXN
PWY-7174	5.3.1.23-RXN
PWY-7174	RXN-14006
PWY-7174	O-ACETYLHOMOSERINE-THIOL-LYASE-RXN
PWY-7174	RXN-14007
PWY-4361	R82-RXN
PWY-4361	R83-RXN
PWY-4361	RXN-13072
PWY-4361	5.3.1.23-RXN
PWY-4361	R145-RXN
PWY-4361	R147-RXN
PWY-4361	RXN-15650
NONOXIPENT-PWY	1TRANSKETO-RXN
NONOXIPENT-PWY	2TRANSKETO-RXN
NONOXIPENT-PWY	RIB5PISOM-RXN
NONOXIPENT-PWY	TRANSALDOL-RXN
NONOXIPENT-PWY	RIBULP3EPIM-RXN
PWY-7993	RXN-16868
PWY-7993	RXN-11158
PWY-1422	RXN-2541
PWY-1422	4-HYDROXYPHENYLPYRUVATE-DIOXYGENASE-RXN
PWY-1422	RXN-2561
PWY-1422	RXN-2543
PWY-1422	RXN-2542
PWY-1422	RXN-2562
PWY-1422	TOCOPHEROL-O-METHYLTRANSFERASE-RXN
PWY-6048	RXN-12571
PWY-6048	RXN-12572
PWY-6048	RXN-12573
PENTOSE-P-PWY	RIB5PISOM-RXN
PENTOSE-P-PWY	RIBULP3EPIM-RXN
PENTOSE-P-PWY	RXN-9952
P21-PWY	2TRANSKETO-RXN
P21-PWY	1TRANSKETO-RXN
P21-PWY	RIBULP3EPIM-RXN
PWY-7781	RXN-16853
PWY-7781	RXN-16854
PWY-7374	RXN-10622
PWY-7374	RXN-15264
PWY-7374	RXN-14910
PWY-7374	RXN-12345
PWY-7374	RXN-9780
PWY-7374	RXN-10620
PWY-7371	RXN-10622
PWY-7371	RXN-15264
PWY-7371	RXN-12346
PWY-7371	RXN-12345
PWY-7371	RXN-10620
OXIDATIVEPENT-PWY	GLU6PDEHYDROG-RXN
OXIDATIVEPENT-PWY	6PGLUCONOLACT-RXN
OXIDATIVEPENT-PWY	RXN-9952
PWY-7796	R10-RXN
PWY-7796	R12-RXN
PWY-6523	RXN-11489
PWY-6523	NITRITE-REDUCTASE-CYTOCHROME-RXN
PWY-6523	METHANE-MONOOXYGENASE-RXN
PWY-7181	THYM-PHOSPH-RXN
PWY-7181	CYTIDEAM-RXN
PWY-7181	URA-PHOSPH-RXN
PWY-7521	RXN-15636
PWY-7521	RXN-15637
PWY-7521	RXN-15638
PWY-6041	MALEYLACETATE-REDUCTASE-RXN
PWY-6041	RXN-9733
PWY-6041	RXN-9731
PWY-6041	RXN-9732
TOLSULFDEG-PWY	SOLDEHYD-RXN
TOLSULFDEG-PWY	4-SULFOBENZOATE-34-DIOXYGENASE-RXN
TOLSULFDEG-PWY	SYDDEHYD-RXN
TOLSULFDEG-PWY	TSMOS-RXN
PWY-6686	RXN-12041
PWY-6686	RXN-12039
PWY-6686	RXN-12029
PWY-6687	RXN-12040
PWY-6687	RXN-12028
PWY-7198	THYMIDYLATESYN-RXN
PWY-7198	3.5.4.30-RXN
PWY-7198	RXN-12195
PWY-7198	DTMPKI-RXN
PWY-7198	DCDPKIN-RXN
PWY-7198	CDPREDUCT-RXN
PWY-7198	DTDPKIN-RXN
PWY-5641	CATECHOL-2-3-DIOXYGENASE-RXN
PWY-5641	RXN-8819
PWY-5641	2-OH-6-OXOHEPTA-2-4-DIENOATE-HYDR-RXN
PWY-7802	RXN-17898
PWY-7802	RXN-17899
PWY-5644	RXN-12735
PWY-5644	RXN-8840
PWY-5644	RXN-8842
PWY-5644	RXN-8831
PWY-5644	RXN-8829
PWY-5644	RXN-14412
PWY-5644	RXN-8832
PWY-5644	RXN-8828
PWY-5644	RXN-8841
P421-PWY	R363-RXN
P421-PWY	R361-RXN
P421-PWY	R362-RXN
PWY-7197	DTMPKI-RXN
PWY-7197	DCDPKIN-RXN
PWY-7197	DTDPKIN-RXN
PWY-7197	RXN-7913
PWY0-1295	URPHOS-RXN
PWY0-1295	CYTIDEAM2-RXN
PWY-7210	THYMIDYLATESYN-RXN
PWY-7210	DCMP-DEAMINASE-RXN
PWY-7210	RXN-12195
PWY-7210	DTMPKI-RXN
PWY-7210	RXN-14187
PWY-7210	DCDPKIN-RXN
PWY-7210	CDPREDUCT-RXN
PWY-7210	DTDPKIN-RXN
PWY-7209	URPHOS-RXN
PWY-7209	1.3.1.2-RXN
PWY-7801	LEUCYLTRANSFERASE-RXN
PWY-7801	RXN-17846
PWY-7184	THYMIDYLATESYN-RXN
PWY-7184	UDPREDUCT-RXN
PWY-7184	RXN-12195
PWY-7184	DTMPKI-RXN
PWY-7184	DUDPKIN-RXN
PWY-7184	DCDPKIN-RXN
PWY-7184	DUTP-PYROP-RXN
PWY-7184	CDPREDUCT-RXN
PWY-7184	DTDPKIN-RXN
PWY-6545	UDPREDUCT-RXN
PWY-6545	DUDPKIN-RXN
PWY-6545	RXN-12195
PWY-6545	DTMPKI-RXN
PWY-6545	DCDPKIN-RXN
PWY-6545	RXN-8850
PWY-6545	DUTP-PYROP-RXN
PWY-6545	CDPREDUCT-RXN
PWY-6545	DTDPKIN-RXN
P641-PWY	MERCURY-II-REDUCTASE-RXN
P641-PWY	R581-RXN
PWY-2301	MYO-INOSITOL-1-PHOSPHATE-SYNTHASE-RXN
PWY-2301	MYO-INOSITOL-1OR-4-MONOPHOSPHATASE-RXN
PWY-2941	ASPARTATEKIN-RXN
PWY-2941	2.3.1.89-RXN
PWY-2941	DIAMINOPIMDECARB-RXN
PWY-2941	RXN-14014
PWY-2941	N-ACETYLDIAMINOPIMELATE-DEACETYLASE-RXN
PWY-2941	ASPARTATE-SEMIALDEHYDE-DEHYDROGENASE-RXN
PWY-2941	RXN-4822
PWY-2941	DIAMINOPIMEPIM-RXN
PWY-2941	DIHYDRODIPICSYN-RXN
PWY-5097	ASPARTATEKIN-RXN
PWY-5097	DIAMINOPIMDECARB-RXN
PWY-5097	RXN-14014
PWY-5097	ASPARTATE-SEMIALDEHYDE-DEHYDROGENASE-RXN
PWY-5097	DIAMINOPIMEPIM-RXN
PWY-5097	RXN-7737
PWY-5097	DIHYDRODIPICSYN-RXN
PWY-3081	2-AMINOADIPATE-AMINOTRANSFERASE-RXN
PWY-3081	RXN3O-1983
PWY-3081	RXN-5182
PWY-3081	HOMOCITRATE-SYNTHASE-RXN
PWY-3081	RXN-5183
PWY-3081	RXN-15002
PWY-3081	RXN-7970
PWY-3081	RXN-5184
PWY-3081	HOMOACONITATE-HYDRATASE-RXN
PWY-3081	RXN-5185
DAPLYSINESYN-PWY	ASPARTATEKIN-RXN
DAPLYSINESYN-PWY	SUCCINYLDIAMINOPIMTRANS-RXN
DAPLYSINESYN-PWY	DIAMINOPIMDECARB-RXN
DAPLYSINESYN-PWY	RXN-14014
DAPLYSINESYN-PWY	ASPARTATE-SEMIALDEHYDE-DEHYDROGENASE-RXN
DAPLYSINESYN-PWY	SUCCDIAMINOPIMDESUCC-RXN
DAPLYSINESYN-PWY	DIAMINOPIMEPIM-RXN
DAPLYSINESYN-PWY	DIHYDRODIPICSYN-RXN
DAPLYSINESYN-PWY	TETHYDPICSUCC-RXN
PWY-2942	ASPARTATEKIN-RXN
PWY-2942	DIAMINOPIMELATE-DEHYDROGENASE-RXN
PWY-2942	DIAMINOPIMDECARB-RXN
PWY-2942	RXN-14014
PWY-2942	ASPARTATE-SEMIALDEHYDE-DEHYDROGENASE-RXN
PWY-2942	DIHYDRODIPICSYN-RXN
PWY-2942	RXN-4821
ECASYN-PWY	GLCNACPTRANS-RXN
ECASYN-PWY	UDPMANNACADEHYDROG-RXN
ECASYN-PWY	TRANS-RXN0-279
ECASYN-PWY	UDPMANACATRANS-RXN
ECASYN-PWY	FUC4NACTRANS-RXN
ECASYN-PWY	TDPFUCACTRANS-RXN
KDOSYN-PWY	KDOTRANS2-RXN
KDOSYN-PWY	KDOTRANS-RXN
PWY-7676	RXN-16749
PWY-7676	RXN-16750
PWY-7675	KDOTRANS-RXN
PWY-7675	RXN-11328
PWY-6467	RXN-11327
PWY-6467	KDOTRANS2-RXN
PWY-6467	RXN-11323
PWY-6467	RXN-11326
PWY-7513	RXN-15585
PWY-7513	RXN-9933
PWY-7513	RXN-9930
PWY-7513	RXN-9932
PWY-7513	RXN-15586
PWY-7513	RXN-9931
PWY-7880	RXN-18637
PWY-7880	RXN-18632
PWY-7880	RXN-18636
PWY-7880	RXN-18633
PWY-7880	RXN-18631
PWY-7880	RXN-18634
PWY-7880	RXN-18629
PWY-7880	RXN-18635
PWY-7880	RXN-18628
PWY-7880	RXN-18630
PWY-7880	RXN-18638
PWY-6627	RXN-11716
PWY-6627	RXN-11723
PWY-6627	RXN-11717
PWY-6627	RXN-11720
PWY-6627	RXN-11715
PWY-6627	RXN-11714
PWY-6627	RXN-11724
PWY-6627	RXN-11719
PWY-6627	RXN-11725
PWY-6627	RXN-11718
PWY-6627	RXN-11712
PWY-6627	RXN-11721
PWY-6627	RXN-11713
PWY-6627	CHORISMATEMUT-RXN
PWY-6627	RXN-11722
PWY-8025	RXN-20065
PWY-8025	RXN-20063
PWY-8025	RXN-20064
PWY-8025	RXN-20062
PWY-8025	RXN0-5222
PWY-6268	RXN-19334
PWY-6268	RXN-19341
PWY-6268	RXN-19340
PWY-6268	RXN-19366
PWY-6268	COBALADENOSYLTRANS-RXN
COBALSYN-PWY	DMBPPRIBOSYLTRANS-RXN
COBALSYN-PWY	RXN-8770
COBALSYN-PWY	COBALAMIN5PSYN-RXN
COBALSYN-PWY	COBINPGUANYLYLTRANS-RXN
COBALSYN-PWY	COBINAMIDEKIN-RXN
PWY-7972	RXN-19342
PWY-7972	RXN-19338
PWY-7972	RXN-6261
PWY-7972	RXN-19343
PWY-7972	COBINPGUANYLYLTRANS-RXN
PWY-7972	R346-RXN
PWY-7971	RXN-19342
PWY-7971	RXN-19338
PWY-7971	RXN-19343
PWY-7971	COBINPGUANYLYLTRANS-RXN
PWY-7971	COBINAMIDEKIN-RXN
PWY-6269	DMBPPRIBOSYLTRANS-RXN
PWY-6269	RXN-8770
PWY-6269	RXN-6261
PWY-6269	COBALAMIN5PSYN-RXN
PWY-6269	COBINPGUANYLYLTRANS-RXN
PWY-6269	R346-RXN
PWY-5169	RXN-20066
PWY-5169	RXN-20065
PWY-5169	RXN-8930
PWY-5169	RXN-20062
PWY-5169	RXN0-5222
PWY-6192	RXN-17088
PWY-6192	RXN-10095
PWY-6192	RXN-10103
PWY-6192	RXN-10104
PWY-6192	RXN-10092
PWY-6192	RXN-10098
PWY-6191	RXN-10105
PWY-6191	RXN-17087
PWY-6191	RXN-10108
PWY-6191	RXN-10102
PWY-6191	RXN-10091
PWY-6191	RXN-10094
PWY-6191	RXN-10097
PWY-6190	RXN-10093
PWY-6190	RXN-10106
PWY-6190	RXN-10099
PWY-6190	RXN-10096
PWY-6190	RXN-10100
PWY-6190	RXN-10101
PWY-6190	RXN-10090
PWY-6190	RXN-17090
PWY-6190	RXN-10107
PWY-5950	RXN-9476
PWY-5950	RXN-8648
PWY-5950	RXN-9475
6-HYDROXYCINEOLE-DEGRADATION-PWY	C04718-C060066-AUTOTRANSFORMATION-RXN
6-HYDROXYCINEOLE-DEGRADATION-PWY	6-OXOCINEOLE-DEHYDROGENASE-RXN
6-HYDROXYCINEOLE-DEGRADATION-PWY	6-ENDO-HYDROXYCINEOLE-DEHYDROGENASE-RXN
6-HYDROXYCINEOLE-DEGRADATION-PWY	RXN-4342
PWY-6672	RXN-11918
PWY-6672	RXN-11919
PWY-6672	RXN-11917
PWY-6672	ISOHEXENYLGLUTACONYL-COA-HYDRATASE-RXN
PWY-6672	4.1.3.26-RXN
PWY-6672	RXN-11921
PWY-6672	RXN-11920
PWY-6672	ACETATE--COA-LIGASE-RXN
PWY-6672	GERANOYL-COA-CARBOXYLASE-RXN
PWY-7136	RXN-11970
PWY-7136	RXN-12335
PWY-7136	RXN-12336
PWY-7136	RXN-11968
LACTOSEUTIL-PWY	KETOLACTOSE-RXN
LACTOSEUTIL-PWY	LACTOSE-DEHYDRO-RXN
LACTOSEUTIL-PWY	KETOGAL-DEHYDROXY-RXN
PWY-6670	RXN-11912
PWY-6670	RXN-11913
PWY-6670	RXN-11915
PWY-6670	RXN-11914
PWY-6806	RXN-7884
PWY-6806	RXN-8469
PWY-6806	RXN-7883
PWY-6806	RXN-8236
PWY-6806	RXN-12394
PWY-6806	RXN-7886
PWY-6806	RXN-10741
PWY-6806	RXN-12395
PWY-6806	RXN-12393
PWY-6806	RXN-12396
PWY-6806	RXN-7885
PWY-6591	RXN-11645
PWY-6591	MANGANESE-PEROXIDASE-RXN
PWY-6592	RXN-11646
PWY-6592	RXN-11645
PWY-7022	RXN-13122
PWY-7022	RXN-13221
PWY-7022	RXN-13123
PWY-7022	RXN-13116
PWY-7022	RXN-13119
PWY-7022	RXN-13117
PWY-4741	RXN-7261
PWY-4741	METHYLGUANIDINASE-RXN
PWY-4722	CREATININE-DEAMINASE-RXN
PWY-4722	SARCOSINE-DEHYDROGENASE-RXN
PWY-4722	N-CARBAMOYLSARCOSINE-AMIDASE-RXN
PWY-4722	3.5.2.14-RXN
PWY-4722	SARCOX-RXN
PWY-7014	RXN-13122
PWY-7014	RXN-13123
PWY-7014	RXN-13116
PWY-7014	RXN-13119
PWY-7014	RXN-13117
PWY-7014	RXN-13118
CRNFORCAT-PWY	SARCOSINE-DEHYDROGENASE-RXN
CRNFORCAT-PWY	CREATINASE-RXN
CRNFORCAT-PWY	SARCOX-RXN
CRNFORCAT-PWY	CREATININASE-RXN
PWY-5265	RXN-11295
PWY-5265	RXN-11297
PWY-5265	6.3.2.10-RXN
PWY-5265	RXN-8976
PWY-5265	RXN-11065
PWY-5265	RXN-15521
PWY-5265	RXN-8975
PWY-5265	RXN-11291
PWY-5265	RXN-20088
PEPTIDOGLYCANSYN-PWY	NACGLCTRANS-RXN
PEPTIDOGLYCANSYN-PWY	UDP-NACMURALGLDAPAALIG-RXN
PEPTIDOGLYCANSYN-PWY	PHOSNACMURPENTATRANS-RXN
PWY-6385	RXN-11029
PWY-6385	RXN-11030
PWY-6385	UDP-NACMURALGLDAPAALIG-RXN
PWY-6385	2.4.1.129-RXN
PWY-6385	RXN-11028
PWY-6385	RXN-11301
PWY-6385	RXN-11031
PWY0-1586	RXN-16687
PWY0-1586	RXN-16659
PWY0-1586	RXN-16690
PWY0-1586	RXN-16664
PWY0-1586	RXN-16689
PWY0-1586	RXN-16660
PWY0-1586	RXN-16649
PWY0-1586	RXN-16691
PWY0-1586	RXN-16685
PWY0-1586	RXN-16650
PWY0-1586	RXN-16665
PWY0-1586	RXN-16688
PWY-7003	PEPDEPHOS-RXN
PWY-7003	TRIOSEPISOMERIZATION-RXN
PWY-7003	3PGAREARR-RXN
PWY-7003	GLYCERONE-KINASE-RXN
PWY-7003	PHOSGLYPHOS-RXN
PWY-7003	GAPOXNPHOSPHN-RXN
PWY-7003	PYRUFLAVREDUCT-RXN
PWY-7003	2PGADEHYDRAT-RXN
PWY-7396	RXN-7643
PWY-7396	RXN-14985
PWY-7396	RXN-7657
PWY-7396	RXN-14984
PWY-7396	RXN-161
PWY-7396	1.4.3.19-RXN
PWY-7396	3-ETHYLMALATE-SYNTHASE-RXN
PWY-7396	RXN-14986
PWY-7248	GALACTUROISOM-RXN
PWY-7248	RXN-2102
PWY-7248	GALACTURAN-14-ALPHA-GALACTURONIDASE-RXN
PWY-7248	RXN-14362
PWY-7248	RXN-14753
PWY-6583	ACETYL-COA-ACETYLTRANSFER-RXN
PWY-6583	RXN-11667
PWY-6583	ENZRXN-201-RXN
PWY-6583	RXN-161
PWY-6583	BUTANAL-DEHYDROGENASE-RXN
PWY-6583	PYRUFLAVREDUCT-RXN
PWY-6583	BUTYRYL-COA-DEHYDROGENASE-RXN
PWY-6583	RXN-11662
PWY-6886	PYRUVDEH-RXN
PWY-6886	1.18.1.2-RXN
PWY-6886	1.2.1.13-RXN
PWY-6886	ACETYL-COA-ACETYLTRANSFER-RXN
PWY-6886	PEPDEPHOS-RXN
PWY-6886	3PGAREARR-RXN
PWY-6886	RIBULOSE-BISPHOSPHATE-CARBOXYLASE-RXN
PWY-6886	2PGADEHYDRAT-RXN
PWY-7385	GLUCOKIN-RXN
PWY-7385	RXN0-7077
PWY-7385	6PFRUCTPHOS-RXN
PWY-7385	RXN-14965
PWY-7385	GLYCEROL-DEHYDRATASE-RXN
PWY-7385	PGLUCISOM-RXN
PWY-7385	1.1.1.8-RXN
PWY-7385	F16ALDOLASE-RXN
PWY-7385	RXN0-6487
PWY-6130	GLYCEROL-DEHYDRATASE-RXN
PWY-6130	13-PROPANEDIOL-DEHYDROGENASE-RXN
PWY-6883	ACETYL-COA-ACETYLTRANSFER-RXN
PWY-6883	RXN-11667
PWY-6883	RXN-12558
PWY-6883	RXN-161
PWY-6883	BUTANAL-DEHYDROGENASE-RXN
PWY-6883	RXN-11662
PWY-7541	RXN-15729
PWY-7541	RXN-15723
PWY-7541	RXN-15728
PWY-7541	RXN-15744
PWY-7541	RXN-15743
PWY-7541	RXN-15724
PWY-6011	MANDELONITRILE-LYASE-RXN
PWY-6011	AMYGDALIN-BETA-GLUCOSIDASE-RXN
PWY-6011	PRUNASIN-BETA-GLUCOSIDASE-RXN
P164-PWY	GUANINE-DEAMINASE-RXN
P164-PWY	FORMYLTHFDEFORMYL-RXN
P164-PWY	RXN0-901
P164-PWY	R128-RXN
P164-PWY	R62-RXN
P164-PWY	RXN-8755
P164-PWY	4.3.1.4-RXN
P164-PWY	RXN-7566
P164-PWY	R63-RXN
P164-PWY	1.2.1.2-RXN
P164-PWY	R13-RXN
