	copy_number
Auricoccus	4
Halorientalis	2
Tessaracoccus	1.71
Sedimentisphaera	3
Anaerostipes	5.67
Limihaloglobus	2
Aquaspirillum	5
Novibacillus	4
Paenalcaligenes	3
Neoasaia	4
Anaerohalosphaera	1
Halolamina	2
Nonomuraea	5
Halomicronema	2
Parasaccharibacter	1
Roseovarius	1.29
Cnuibacter	2
Cellulosimicrobium	3
Fibrella	3
Rhizobacter	3
Oceanicoccus	2
Candidatus_Nucleicultrix	2
Pseudorhodoplanes	1
Oxalobacter	1.67
Kushneria	4
Natrarchaeobaculum	2.5
Candidatus_Nitrosomarinus	1
Agarilytica	3
Oceanisphaera	8
Yoonia	2
Sulfuriferula	2.67
Oleiphilus	5
Tatumella	7
Alkalitalea	4
Methylovulum	1
Candidatus_Mancarchaeum	1
Diaphorobacter	3.57
Granulosicoccus	3
Paraphotobacterium	9
Aquitalea	8
Vitreoscilla	4.5
Dehalobacterium	5
Arenibacter	3
Enterocloster	5
Bacterioplanes	4
Antarctobacter	2
Qipengyuania	1.33
Prauserella	3
Aeribacillus	7
Actinopolyspora	5
Thermogutta	1
Plantactinospora	1.67
Candidatus_Hamiltonella	3
Candidatus_Nanopelagicus	1
Candidatus_Planktophila	1
Gibbsiella	7
Brenneria	7
Melittangium	4
Cystobacter	4
Nibricoccus	1
Luteimonas	1.6
Rhizorhabdus	2
Variibacter	1
Microcella	1
Sulfurifustis	1
Aurantimicrobium	1
Filimonas	5
Halopenitus	2
Sulfuricaulis	1
Candidatus_Nitrosoglobus	2
Labilibaculum	6
Thiohalobacter	1
Chondrocystis	3
Ichthyobacterium	1
Ureibacillus	9
Zobellella	8
Faecalibacterium	6
Candidatus_Fonsibacter	1
Collinsella	5
Microvirga	3
Methylosinus	3
Phyllobacterium	3
Mariprofundus	1.5
Reinekea	5
Entomoplasma	1.5
Thiodictyon	2
Sagittula	2
Olleya	4
Liquorilactobacillus	6
Ketobacter	3
Paeniclostridium	17
Niveispirillum	4
Bacteriovorax	2
Flavivirga	2
Tamlana	3
Laceyella	12
Pseudoclostridium	4
Candidatus_Nitrosocaldus	1
Salinigranum	2
Pontimonas	1
Simonsiella	5
Halalkaliarchaeum	2
Mixta	7
Aureitalea	2
Oligella	3
Fastidiosipila	2
Mogibacterium	2
Salinicola	5
Mesoflavibacter	2
Phreatobacter	2
Melaminivora	3
Simplicispira	3
Pulveribacter	3
Candidatus_Phycorickettsia	1
Ahniella	2
Plesiomonas	12.33
Carboxydocella	5
Algicoccus	3
Gemmobacter	3
Catenovulum	6.5
Mycetocola	3.5
Salinibacterium	2
Candidatus_Fokinia	1
Actinobaculum	2
Miniimonas	2
Limnobaculum	7
Aquabacterium	4
Candidatus_Fukatsuia	5
Allopseudarcicella	3
Saliniradius	4
Salinisphaera	2
Acidiferrobacter	1
Auritidibacter	2
Bradymonas	5
Streptacidiphilus	8.67
Arcticibacterium	2
Alloprevotella	3
Paraliobacillus	9
Flagellimonas	2
Nitratireductor	1.5
Acidisarcina	1
Salicibibacter	6
Ephemeroptericola	4
Haloplanus	2
Euzebya	2
Malaciobacter	5.83
Halarcobacter	3.5
Humibacter	2
Ornithinimicrobium	2
Methanofervidicoccus	2
Acidibrevibacterium	1
Kordia	3
Candidatus_Cyclonatronum	3
Saccharospirillum	4
Gallaecimonas	6
Austwickia	2
Candidatus_Vidania	1
Candidatus_Purcelliella	1
Mariniflexile	2
Solimonas	2
Salinimonas	5.5
Breoghania	2
Maritalea	2
Aquimarina	3.5
Lonsdalea	7
Bombilactobacillus	4
Profundibacter	2
Suicoccus	4
Paraflavitalea	2
Indioceanicola	7
Hydrogenophilus	3
Methylocaldum	2
Lachnoanaerobaculum	5
Chryseolinea	2
Pseudooceanicola	3
Paenisporosarcina	10.5
Planktothrix	4
Sutterella	7
Zymobacter	8
Gryllotalpicola	2
Protaetiibacter	1
Christensenella	2.5
Mesobacillus	11
Metabacillus	16.5
Buttiauxella	8
Euzebyella	2
Commensalibacter	4
Georgenia	2.67
Cohnella	8.25
Halarchaeum	2
Epilithonimonas	4.75
Kaistella	3
Pigmentiphaga	2.5
Staphylospora	6
Plantibacter	2
Planobacterium	2
Cloacibacterium	2
Intestinibaculum	11
Metakosakonia	7
Scandinavium	7
Tabrizicola	2
Phascolarctobacterium	5
Flaviflexus	3.33
Iodobacter	9.5
Georhizobium	2
Halocella	4
Undibacterium	4.67
Rickettsiella	2
Methylomusa	4
Mycoavidus	2
Parolsenella	4
Pelolinea	1
Aerosticca	2
Sphingosinicella	2
Sulfodiicoccus	1
Sulfuriflexus	1
Sulfuritortus	2
Silicimonas	1
Rheinheimera	5.5
Eikenella	4
Anoxybacter	8
Butyricimonas	5
Entomomonas	4
Neobacillus	11.5
Glycocaulis	1
Sulfurivermis	2
Thiomicrorhabdus	3
Parasedimentitalea	5
Apibacter	3
Sporolactobacillus	6.67
Leucobacter	2
Halorussus	2.5
Geovibrio	2
Gudongella	4
Candidatus_Vampirococcus	1
Tissierella	5
Aminipila	5.67
Caproiciproducens	3.5
Xylanimicrobium	3
Methylovirgula	1
Muriicola	2
Pseudolysobacter	2
Ktedonosporobacter	4
Thalassococcus	1
Litorilituus	5
Candidatus_Nardonella	1.67
Aliarcobacter	4.5
Egicoccus	2
Egibacter	1
Lichenihabitans	3
Streptomonospora	5
Haematobacter	3
Roseitalea	1
Parashewanella	7
Acetilactobacillus	5
Kerstersia	3
Terasakiella	3
Boseongicola	1
Planomicrobium	9
Natronorubrum	5
Halapricum	1
Halobellus	2
Psychroserpens	6
Hydrocarboniclastica	3
Salinivibrio	9
Cetia	4
Desulfopila	6.5
Dysosmobacter	3
Pseudolabrys	1
Haloprofundus	2
Roseivirga	4
Pseudorhodobacter	4
Duncaniella	4
Desulfoglaeba	2
Agrococcus	1
Izhakiella	7
Caminibacter	4
Emcibacter	2.5
Citricoccus	3
Hungatella	4
Paraoceanicella	4
Oerskovia	4
Inhella	4
Halostella	2
Caloramator	5
Antarcticibacterium	3
Thermomonas	2
Longibaculum	9
Oceanicola	1
Saccharibacillus	10
Neokomagataea	7
Swingsia	3.5
Oecophyllibacter	1
Stella	2
Changchengzhania	2
Dolosigranulum	4
Ferrovibrio	1
Radiobacillus	8
Chitinimonas	5
Tomitella	4
Sporomusa	12
Gimesia	2
Maioricimonas	2
Symmachiella	2
Aeoliella	1
Bremerella	2
Polystyrenella	2
Pirellulimonas	1
Lignipirellula	1
Rosistilla	1
Aureliella	2
Salarchaeum	1
Litoreibacter	3
Noviherbaspirillum	3
Euhalothece	2
Nesterenkonia	2
Pistricoccus	4
Pseudobacter	2
Baekduia	1
Panacibacter	1
Pseudoleptotrichia	4
Persicimonas	3
Youhaiella	2
Candidatus_Prometheoarchaeum	1
Ruania	2
Chitinolyticbacter	4
Anseongella	3
Atlantibacter	7
Roseimaritima	1
Aquisphaera	3
Mariniblastus	1
Mediterraneibacter	5
Peptacetobacter	10
Crassaminicella	11
Olivibacter	3.5
Limnoglobus	3
Oryzomicrobium	3
Sulfuracidifex	1
Sphaerotilus	4
Thiospirochaeta	7
Oceanispirochaeta	4
Labrys	3
Lysinimonas	1
Neptunomonas	5
Schleiferilactobacillus	5
Empedobacter	7
Flintibacter	3
Nitrincola	5
Hypericibacter	2
Psychrobacillus	10.5
Actinomadura	5
Tepidiforma	1
Skermanella	6
Moritella	16.5
Pseudobutyrivibrio	5
Pradoshia	9
Lacipirellula	1
Ancylobacter	2
Roseivivax	2
Maribius	2
Luteimicrobium	3
Candidatus_Methylospira	3
Oceanihabitans	4
Raineyella	3
Kluyvera	8
Heliorestis	2
Gracilibacillus	7
Litoricola	3
Actinomarinicola	1
Pseudactinotalea	2
Thermochromatium	3
Otariodibacter	6
Desulfosarcina	2
Tetrasphaera	1
Haloactinobacterium	2
Stygiolobus	1
Bombella	4.5
Guyparkeria	2
Candidatus_Syntrophocurvum	3
Flavihumibacter	2
Casimicrobium	2
Diaminobutyricimonas	2
Permianibacter	2
Salinibaculum	2
Stappia	2
Terricaulis	1
Pelistega	3
Epidermidibacterium	1
Pontibacillus	8
Xylophilus	3
Nibribacter	3
Bergeyella	3
Marisediminicola	2
Anaerocolumna	6.33
Candidatus_Chazhemtobacterium	1
Athalassotoga	2
Sinimarinibacterium	2
Edaphobacter	1
Rhodocytophaga	3
Amedibacterium	6
Rodentibacter	6
Caloranaerobacter	6
Megamonas	5.5
Kineobactrum	2
Mycolicibacillus	2
Spartinivicinus	4
Pseudohalocynthiibacter	1
Roseimicrobium	2
Kingella	4
Nordella	2
Sphingosinithalassobacter	1
Succinivibrio	7
Candidatus_Kuenenia	1
Thermosulfuriphilus	1
Monaibacterium	2
Dysgonomonas	4
Phycicoccus	1
Propioniciclava	2
Thiosulfativibrio	3
Thiosulfatimonas	4
Mameliella	3
Frederiksenia	6
Orbus	4
Phytohabitans	2
Sulfurimicrobium	2
Tolypothrix	5
Leeuwenhoekiella	3
Salinadaptatus	1
Yokenella	7
Erysipelatoclostridium	5.25
Mobilicoccus	3
Oxynema	5
Thalassobius	3
Bermanella	3
Romboutsia	16
Thermosulfurimonas	1
Limnospira	2
Pyruvatibacter	1
Duganella	7
Luteolibacter	2
Limnobacter	2
Herbiconiux	2
Frigoriglobus	2
Candidatus_Nitrotoga	2
Thermoleptolyngbya	2
Pseudoarcobacter	6
Tenuifilum	3
Kroppenstedtia	4
Abiotrophia	4
Candidatus_Aquiluna	1
Deefgea	8
Conexivisphaera	1
Methyloligella	1
Candidatus_Reidiella	1
Oricola	1
Verrucosispora	3
Desulfolutivibrio	2
Bisgaardia	6
Parasphingopyxis	1
Methanolobus	2
Galbibacter	3
Furfurilactobacillus	4
Candidatus_Halobonum	1
Costertonia	3
Chitinibacter	7.5
Nitrosarchaeum	1
Chryseoglobus	1
Actinotalea	2
Alysiella	6
Conchiformibius	4
Adhaeribacter	3
Pectinatus	4
Sandaracinobacter	1
Ciceribacter	3
Mumia	2
Lacibacter	1
Tardiphaga	1
Frigoribacterium	2
Glaciihabitans	1
Ewingella	7
Altibacter	2
Hyphobacterium	1
Novosphingopyxis	2
Amniculibacterium	5
Cylindrospermopsis	3
Defluviicoccus	2
Roseicitreum	2
Tepiditoga	6
Roseococcus	2
Rouxiella	7
Pseudopuniceibacterium	3
Cruoricaptor	2
Effusibacillus	9
Coprobacter	5
Faecalibacillus	9
Nitrosophilus	3
Viridibacillus	10
Winkia	3
Kordiimonas	2
Paludibaculum	2
Schlegelella	2
Kinneretia	5
Pontivivens	2
Candidatus_Pinguicoccus	1
Sarcina	10
Fannyhessea	2
Pelagovum	2
Jeotgalicoccus	4
Koinonema	3
Candidatus_Doolittlea	1
Candidatus_Hoaglandella	1
Candidatus_Gullanella	1
Candidatus_Mikella	1
Candidatus_Promineofilum	1
Herbinix	4
Devriesea	2
Alloactinosynnema	3
Cuniculiplasma	1
Orrella	2
Proteiniphilum	2
Petrimonas	2
Murdochiella	2
Ezakiella	2
Ndongobacter	3
Herminiimonas	2
Propionimicrobium	2
Phoenicibacter	2
Brevefilum	1
Dermatophilus	3
Gordonibacter	3
Anaerobutyricum	8
Hartmannibacter	2
Micropruina	1
Massilistercora	4
Candidatus_Bipolaricaulis	1
Leminorella	7
Lentilitoribacter	1
Petrocella	5
Cardiobacterium	3
Lautropia	5
Peptoniphilus	3
Paraprevotella	7
Ruthenibacterium	2
Hathewaya	10
Tuwongella	4
Aquicella	2
Candidatus_Nitrosacidococcus	2
Denitratisoma	3
Methylacidimicrobium	1
Peptostreptococcaceae	10.86
Acidobacteriaceae	1.02
Enterobacteriaceae	4.87
Holosporaceae	1
Coxiellaceae	1.5
Aphanizomenonaceae	4.17
Acetobacteraceae	3.57
Acholeplasmataceae	2.25
Moraxellaceae	4.96
Aquificaceae	2
Bacteroidaceae	4.66
Tannerellaceae	4.5
Bifidobacteriaceae	2.34
Borreliaceae	1
Brachyspiraceae	1
Bradyrhizobiaceae	1.29
Burkholderiaceae	3.9
Campylobacteraceae	4.67
Haloarculaceae	1.8
Helicobacteraceae	2.53
Natrialbaceae	2.69
Leptospiraceae	2
Mycobacteriaceae	1.92
Pirellulaceae	1.25
Rhizobiaceae	3.16
Spirochaetaceae	3.39
Spiroplasmataceae	1.15
Thermomonosporaceae	5
Mycoplasmataceae	1.76
Nocardiaceae	3.73
Streptococcaceae	4.98
Clostridiaceae	8.04
Corynebacteriaceae	4.24
Desulfurellaceae	2
Frankiaceae	2.33
Lactobacillaceae	5
Pseudomonadaceae	4.39
Streptomycetaceae	7.89
Haloferacaceae	1.93
Halobacteriaceae	1.45
Halococcaceae	2
Vibrionaceae	10.59
Thermoplasmataceae	1
Thermoproteaceae	1
Actinomycetaceae	2.78
Bacillaceae	9.05
Desulfurococcaceae	1
Sulfolobaceae	1
Anaplasmataceae	1
Acidithiobacillaceae	2
Microcoleaceae	3
Rhodobacteraceae	2.48
Neisseriaceae	4.34
Chlamydiaceae	1.23
Chthoniobacteraceae	1
Methanococcaceae	2.32
Yersiniaceae	6.78
Xanthomonadaceae	2.05
Pasteurellaceae	5.89
Caulobacteraceae	1.81
Chlorobiaceae	1.8
Rickettsiaceae	1
Methanosarcinaceae	2.43
Thermoanaerobacteraceae	3.06
Sphingomonadaceae	1.8
Brucellaceae	3.73
Methanopyraceae	1
Thermococcaceae	1.33
Erwiniaceae	5.31
Porphyromonadaceae	3.75
Staphylococcaceae	4.57
Microbacteriaceae	1.82
Chromobacteriaceae	7.33
Enterococcaceae	5.23
Prochloraceae	1.03
Geobacteraceae	2.88
Thermaceae	2.22
Picrophilaceae	1
Listeriaceae	7.34
Entomoplasmataceae	1.82
Methylococcaceae	2.33
Propionibacteriaceae	2.23
Idiomarinaceae	4
Legionellaceae	3.16
Thermotogaceae	1
Deinococcaceae	3.36
Methanobacteriaceae	2.38
Archaeoglobaceae	1
Francisellaceae	2.95
Dehalococcoidaceae	1
Nitrosomonadaceae	1
Alcanivoracaceae	2.7
Phyllobacteriaceae	1.56
Nostocaceae	4.02
Merismopediaceae	2
Symbiobacteriaceae	6
Rhodospirillaceae	3.69
Peptococcaceae	5.76
Synechococcaceae	2.19
Pectobacteriaceae	6.6
Paenibacillaceae	9.94
Peptoniphilaceae	3.07
Micrococcaceae	3.38
Gemmatimonadaceae	1.84
Nitratiruptoraceae	3
Sulfurovaceae	2.5
Halomonadaceae	4.59
Xanthobacteraceae	2.08
Microcystaceae	2
Desulfovibrionaceae	2.99
Deferribacteraceae	2
Methanocellaceae	2.33
Gloeobacteraceae	1
Parachlamydiaceae	2.83
Colwelliaceae	6.04
Pelagibacteraceae	1
Nocardiopsaceae	4.33
Azonexaceae	3.5
Piscirickettsiaceae	3.25
Myxococcaceae	3.46
Thiobacillaceae	2
Chromatiaceae	2.75
Desulfuromonadaceae	2.62
Thiovulaceae	3.5
Hahellaceae	4.5
Erythrobacteraceae	1.18
Hyphomonadaceae	1.5
Rhodothermaceae	1
Anaeromyxobacteraceae	2
Syntrophaceae	1
Methanospirillaceae	4
Comamonadaceae	2.92
Oxalobacteraceae	4.23
Cellvibrionaceae	2.82
Methylophilaceae	2
Shewanellaceae	8.27
Cytophagaceae	2.96
Rubrobacteraceae	1
Pseudoalteromonadaceae	8.42
Leuconostocaceae	4.32
Syntrophomonadaceae	2.67
Maricaulaceae	1.33
Ectothiorhodospiraceae	1.5
Aeromonadaceae	8.19
Magnetococcaceae	3
Solibacteraceae	2
Methanotrichaceae	1.67
Syntrophobacteraceae	2
Acidothermaceae	1
Pyrodictiaceae	1
Thermofilaceae	1
Nocardioidaceae	2.02
Psychromonadaceae	10
Cardiobacteriaceae	3
Alteromonadaceae	4.67
Bartonellaceae	2.19
Methanocorpusculaceae	3
Methanomicrobiaceae	1.5
Hungateiclostridiaceae	3.64
Micromonosporaceae	3.03
Thermoanaerobacterales_Family_III._Incertae_Sedis	4
Flavobacteriaceae	3.03
Roseiflexaceae	2
Fervidobacteriaceae	2.88
Oceanospirillaceae	4.74
Kineosporiaceae	4
Rhodobiaceae	1
Methanoregulaceae	2
Aphanothecaceae	2.33
Acaryochloridaceae	2
Desulfobacteraceae	3.2
Nitrosopumilaceae	1
Petrotogaceae	3.5
Lachnospiraceae	5.83
Methylobacteriaceae	4.56
Chloroflexaceae	3
Heliobacteriaceae	6
Methylacidiphilaceae	1
Beijerinckiaceae	2
Opitutaceae	1
Natranaerobiaceae	4
Elusimicrobiaceae	1
Akkermansiaceae	3
Hydrogenothermaceae	2.25
Halanaerobiaceae	4
Amoebophilaceae	1
Hafniaceae	8.03
Coprothermobacteraceae	2
Dictyoglomaceae	2
Nitrospiraceae	1.44
Thermomicrobiaceae	2
Nautiliaceae	4
Zoogloeaceae	3.86
Cyanothecaceae	2
Halorubraceae	1.86
Blattabacteriaceae	1
Beutenbergiaceae	2
Desulfomicrobiaceae	2
Pseudonocardiaceae	3.65
Acidimicrobiaceae	2
Kosmotogaceae	2
Dermabacteraceae	2.67
Sphingobacteriaceae	3.77
Eggerthellaceae	2.6
Leptotrichiaceae	4.18
Dermacoccaceae	2.33
Methanocaldococcaceae	2
Chitinophagaceae	2.49
Catenulisporaceae	3
Jonesiaceae	5
Kangiellaceae	2
Atopobiaceae	2.4
Alicyclobacillaceae	6.83
Desulfohalobiaceae	2
Nakamurellaceae	2.33
Glycomycetaceae	2
Fibrobacteraceae	3
Halothiobacillaceae	2
Gordoniaceae	3.29
Kofleriaceae	2
Streptosporangiaceae	5.5
Synergistaceae	3.2
Sanguibacteraceae	3.5
Veillonellaceae	5.17
Promicromonosporaceae	3.12
Sphaerobacteraceae	2
Conexibacteraceae	1
Acidaminococcaceae	4.75
Geodermatophilaceae	3
Gallionellaceae	2.5
Puniceicoccaceae	2
Prevotellaceae	4.7
Desulfobulbaceae	4.1
Rhodocyclaceae	3.33
Morganellaceae	6.46
Polyangiaceae	3.5
Alcaligenaceae	2.76
Planctomycetaceae	2.11
Tsukamurellaceae	2
Trueperaceae	2
Waddliaceae	2
Segniliparaceae	1
Cellulomonadaceae	2.61
Hyphomicrobiaceae	1.86
Desulfarculaceae	1
Thermosediminibacteraceae	3
Halobacteroidaceae	5
Acidilobaceae	1
Endomicrobiaceae	1
Ferrimonadaceae	9
Eubacteriaceae	4.75
Ferroplasmaceae	1
Parvularculaceae	1
Fusobacteriaceae	7.06
Archangiaceae	3.25
Methanothermaceae	2
Chrysiogenaceae	3
Ruminococcaceae	3.5
Paludibacteraceae	3
Weeksellaceae	3.7
Marivirgaceae	2
Intrasporangiaceae	1.71
Clostridiales_Family_XVII._Incertae_Sedis	2
Desulfurobacteriaceae	2.5
Isosphaeraceae	4.25
Odoribacteraceae	4.5
Aerococcaceae	4.26
Crocinitomicaceae	2
Coriobacteriaceae	3.5
Carnobacteriaceae	5.3
Bdellovibrionaceae	1.72
Anaerolineaceae	1.33
Selenomonadaceae	4.7
Halobacteriovoraceae	2
Thermodesulfobiaceae	2
Haliscomenobacteraceae	2
Tepidanaerobacteraceae	2
Thermoanaerobacterales_Family_IV._Incertae_Sedis	3
Thermodesulfobacteriaceae	1.2
Candidatus_Midichloriaceae	1
Cyclobacteriaceae	3.62
Rhodanobacteraceae	2.29
Schleiferiaceae	2
Simkaniaceae	1
Saprospiraceae	3
Ignavibacteriaceae	1
Fervidicoccaceae	1
Rikenellaceae	2.14
Bernardetiaceae	3
Erysipelotrichaceae	8.62
Planococcaceae	9.79
Sporomusaceae	9.33
Melioribacteraceae	1
Caldilineaceae	2
Oscillospiraceae	3
Phycisphaeraceae	1
Caldisericaceae	1
Sulfuricellaceae	2.22
Gottschalkiaceae	6
Candidatus_Methanomethylophilaceae	1
Nitrososphaeraceae	1.66
Methylocystaceae	2.6
Calotrichaceae	3.43
Leptolyngbyaceae	2.47
Rivulariaceae	3
Hyellaceae	3
Coleofasciculaceae	3
Pseudanabaenaceae	2.5
Oscillatoriaceae	2.25
Chroococcidiopsidaceae	3
Gomontiellaceae	4
Chroococcaceae	2.67
Dermocarpellaceae	2
Cyanobacteriaceae	3
Caldisphaeraceae	1
Ilumatobacteraceae	2
Methanomassiliicoccaceae	1
Barnesiellaceae	5
Candidatus_Babeliaceae	1
Hymenobacteraceae	3.21
Orbaceae	4
Prolixibacteraceae	2
Fimbriimonadaceae	2
Sandaracinaceae	2
Candidatus_Paracaedibacteraceae	2
Candidatus_Nanosynbacteraceae	1
Sterolibacteriaceae	2.33
Saccharospirillaceae	4.33
Aurantimonadaceae	2.2
Spongiibacteraceae	2.33
Kiritimatiellaceae	1
Budviciaceae	7
Thermoactinomycetaceae	6.6
Wenzhouxiangellaceae	1
Vulgatibacteraceae	3
Labilitrichaceae	4
Chelatococcaceae	2
Thiotrichaceae	2
Salinivirgaceae	3
Limnochordaceae	2
Hapalosiphonaceae	4
Steroidobacteraceae	1
Brevibacteriaceae	5.23
Gemmataceae	3.17
Microbulbiferaceae	4.1
Vicinamibacteraceae	1
Dietziaceae	2.83
Woeseiaceae	1
Flammeovirgaceae	9
Muribaculaceae	4
Immundisolibacteraceae	1
Calditrichaceae	1
Halieaceae	2
Sedimentisphaeraceae	2.5
Anaerohalosphaeraceae	1
Prochlorotrichaceae	2
Caedimonadaceae	2
Oleiphilaceae	5
Marinilabiliaceae	4
Granulosicoccaceae	2
Actinopolysporaceae	5
Thermoguttaceae	1
Candidatus_Nanopelagicaceae	1
Acidiferrobacteraceae	1
Marinifilaceae	6
Ichthyobacteriaceae	1
Mariprofundaceae	1.5
Bacteriovoracaceae	2
Candidatus_Nitrosocaldaceae	1
Clostridiales_Family_XIII._Incertae_Sedis	3.84
Clostridiales_Family_XVI._Incertae_Sedis	5
Salinisphaeraceae	2
Bradymonadaceae	4
Euzebyaceae	2
Dermatophilaceae	2.67
Sinobacteraceae	2
Cohaesibacteraceae	2
Hydrogenophilaceae	3
Fulvivirgaceae	2
Sutterellaceae	7
Christensenellaceae	2.5
Bogoriellaceae	2.67
Thioalkalispiraceae	2
Sporolactobacillaceae	6.67
Tissierellaceae	4.5
Ktedonosporobacteraceae	4
Egicoccaceae	2
Egibacteraceae	1
Lichenihabitantaceae	3
Roseivirgaceae	4
Emcibacteraceae	2.5
Lacipirellulaceae	1
Baekduiaceae	1
Ruaniaceae	2
Tepidiformaceae	1
Moritellaceae	16.5
Litoricolaceae	3
Iamiaceae	1
Thioalkalibacteraceae	2
Casimicrobiaceae	2
Sporichthyaceae	1
Candidatus_Chazhemtobacteraceae	1
Mesoaciditogaceae	2
Verrucomicrobiaceae	2
Succinivibrionaceae	7
Candidatus_Brocadiaceae	1
Dysgonomonadaceae	2.67
Tolypothrichaceae	5
Oculatellaceae	2
Tenuifilaceae	3
Conexivisphaeraceae	1
Kordiimonadaceae	2
Bryobacteraceae	2
Ardenticatenaceae	1
Cuniculiplasmataceae	1
Vallitaleaceae	5
Nitrosomonadales	1.86
Bryobacterales	2
Rickettsiales	1
Micrococcales	2.79
Bacteroidales	4.05
Burkholderiales	3.4
Bacillales	7.34
Flavobacteriales	1.84
Rhizobiales	2.11
Corynebacteriales	2.78
Clostridiales	4.6
Aquificales	1.75
Myxococcales	3.02
Chromatiales	1.69
Pelagibacterales	1
Haloferacales	1.93
Enterobacterales	7.17
Methanococcales	2.11
Halanaerobiales	5.67
Halobacteriales	1.81
Oscillatoriales	2.88
Acidobacteriales	1.02
Holosporales	1.67
Legionellales	2.33
Nostocales	3.94
Rhodospirillales	3.63
Acholeplasmatales	2.25
Pseudomonadales	4.68
Bifidobacteriales	2.34
Spirochaetales	2.2
Brachyspirales	1
Campylobacterales	3.3
Natrialbales	2.69
Leptospirales	2
Pirellulales	1.08
Entomoplasmatales	1.48
Streptosporangiales	4.94
Mycoplasmatales	1.76
Lactobacillales	4.85
Desulfurellales	2
Frankiales	2.33
Streptomycetales	7.89
Vibrionales	10.59
Thermoplasmatales	1
Thermoproteales	1
Actinomycetales	2.78
Desulfurococcales	1
Sulfolobales	1
Acidithiobacillales	2
Rhodobacterales	2.48
Neisseriales	5.84
Chlamydiales	1.23
Chthoniobacterales	1
Xanthomonadales	2.17
Pasteurellales	5.89
Caulobacterales	1.81
Chlorobiales	1.8
Methanosarcinales	2.05
Thermoanaerobacterales	3.02
Sphingomonadales	1.49
Methanopyrales	1
Thermococcales	1.33
Synechococcales	2.02
Desulfuromonadales	2.75
Thermales	2.22
Methylococcales	2.33
Propionibacteriales	2.12
Alteromonadales	8.36
Thermotogales	1.94
Deinococcales	3.36
Methanobacteriales	2.19
Archaeoglobales	1
Thiotrichales	2.73
Dehalococcoidales	1
Oceanospirillales	3.86
Tissierellales	4.52
Gemmatimonadales	1.84
Nautiliales	3.5
Chroococcales	2.5
Desulfovibrionales	2.33
Deferribacterales	2
Methanocellales	2.33
Gloeobacterales	1
Parachlamydiales	1.94
Rhodocyclales	3.56
Hyphomonadales	1.5
Bacteroidetes_Order_II._Incertae_sedis	1
Syntrophobacterales	1.5
Methanomicrobiales	2.62
Cellvibrionales	2.81
Cytophagales	3.42
Rubrobacterales	1
Maricaulales	1.33
Aeromonadales	7.6
Magnetococcales	3
Acidothermales	1
Cardiobacteriales	3
Micromonosporales	3.03
Chloroflexales	2.5
Kineosporiales	4
Desulfobacterales	3.65
Nitrosopumilales	1
Petrotogales	3.5
Methylacidiphilales	1
Opitutales	1
Natranaerobiales	4
Elusimicrobiales	1
Verrucomicrobiales	2.5
Coprothermobacterales	2
Dictyoglomales	2
Nitrospirales	1.44
Thermomicrobiales	2
Pseudonocardiales	3.65
Acidimicrobiales	1.67
Kosmotogales	2
Sphingobacteriales	3.77
Eggerthellales	2.6
Fusobacteriales	5.62
Chitinophagales	2.49
Catenulisporales	3
Coriobacteriales	2.95
Nakamurellales	2.33
Glycomycetales	2
Fibrobacterales	3
Synergistales	3.2
Veillonellales	5.17
Sphaerobacterales	2
Solirubrobacterales	1
Acidaminococcales	4.75
Geodermatophilales	3
Puniceicoccales	2
Planctomycetales	2.11
Trueperales	2
Desulfarculales	1
Thermosediminibacterales	2.5
Acidilobales	1
Endomicrobiales	1
Parvularculales	1
Chrysiogenales	3
Desulfurobacteriales	2.5
Isosphaerales	4.25
Bdellovibrionales	1.72
Anaerolineales	1.33
Selenomonadales	7.02
Bacteriovoracales	2
Saprospirales	2.5
Thermodesulfobacteriales	1.2
Ignavibacteriales	1
Fervidicoccales	1
Erysipelotrichales	8.62
Caldilineales	2
Phycisphaerales	1
Caldisericales	1
Methanomassiliicoccales	1
Nitrososphaerales	1.66
Pleurocapsales	2.5
Chroococcidiopsidales	3
Candidatus_Babeliales	1
Orbales	4
Marinilabiliales	3.75
Fimbriimonadales	2
Candidatus_Nanosynbacterales	1
Kiritimatiellales	1
Limnochordales	2
Nevskiales	1.5
Gemmatales	3.17
Immundisolibacterales	1
Calditrichales	1
Sedimentisphaerales	1.75
Actinopolysporales	5
Candidatus_Nanopelagicales	1
Acidiferrobacterales	1
Mariprofundales	1.5
Candidatus_Nitrosocaldales	1
Salinisphaerales	2
Bradymonadales	4
Euzebyales	2
Hydrogenophilales	3
Ktedonobacterales	4
Egicoccales	2
Egibacterales	1
Emcibacterales	2.5
Tepidiformales	1
Sporichthyales	1
Mesoaciditogales	2
Candidatus_Brocadiales	1
Conexivisphaerales	1
Kordiimonadales	2
Ardenticatenales	1
Gammaproteobacteria	2.92
Betaproteobacteria	2.42
Alphaproteobacteria	1.81
Actinobacteria	3.05
Dehalococcoidia	1
Blastocatellia	1
Spartobacteria	1
Tissierellia	3.26
Vicinamibacteria	1
Acidobacteriia	1.51
Bacteroidia	3.9
Bacilli	6.1
Flavobacteriia	1.84
Clostridia	3.96
Aquificae	2.12
Deltaproteobacteria	2.53
Halobacteria	2.14
Methanococci	2.11
Mollicutes	1.83
Spirochaetia	1.73
Epsilonproteobacteria	3.4
Planctomycetia	2.65
Thermoplasmata	1
