	copy_number
Pseudomonas_coronafaciens	5
Enterococcus_casseliflavus	5
Mycobacterium_kansasii	1
Fusobacterium_nucleatum	4.53
Synechococcus_sp._WH_8109	2
Prevotella_sp._oral_taxon_299	4
Filifactor_alocis	4
Streptococcus_parasanguinis	4
Rothia_dentocariosa	3
[Enterobacter]_lignolyticus	7
Ketogulonicigenium_vulgare	5
Bifidobacterium_bifidum	2.67
Halanaerobium_praevalens	4
Stigmatella_aurantiaca	2
Ilyobacter_polytropus	8
Rubinisphaera_brasiliensis	2
Erwinia_sp._Ejp617	7
Achromobacter_xylosoxidans	3.12
Bacillus_atrophaeus	7.75
Rhodomicrobium_vannielii	2
Geobacillus_sp._Y4.1MC1	10
Methanothermus_fervidus	2
Frankia_inefficax	3
Marinobacter_adhaerens	3
Caldicellulosiruptor_owensensis	3
Caldicellulosiruptor_hydrothermalis	3
Leadbetterella_byssophila	3
Halanaerobium_hydrogeniformans	4
Caldicellulosiruptor_kristjanssonii	3
Caldicellulosiruptor_kronotskyensis	3
Bacillus_coagulans	9.45
Alteromonas_macleodii	5
Rhizobium_sp._Kim5	3
Rhizobium_phaseoli	3
Rhizobium_sp._CIAT894	3
Halogeometricum_borinquense	1.67
Enterococcus_faecium	6.01
Geobacillus_sp._Y412MC52	8
Nitrosomonas_sp._AL212	1
Geobacter_sp._M18	4
Asticcacaulis_excentricus	3
Thermoanaerobacter_brockii	4
Pantoea_sp._At-9b	7
Mesorhizobium_opportunistum	2
Streptomyces_pratensis	6
Serratia_plymuthica	7
Acidovorax_avenae	3
Pseudodesulfovibrio_aespoeensis	2
Burkholderia_sp._CCGE1001	6
Streptomyces_sp._SirexAA-E	6
Bacillus_cellulosilyticus	10
Corynebacterium_resistens	3
Candidatus_Frankia_datiscae	2
Desulfurispirillum_indicum	3
Micromonospora_sp._L5	3
Ethanoligenens_harbinense	3
Parageobacillus_thermoglucosidasius	10
Cellulosilyticum_lentocellum	11
Granulicella_mallensis	1
Granulicella_tundricola	1
Alicycliphilus_denitrificans	3
Mycoplasma_suis	1
Synechococcus_sp._CB0101	3
Corynebacterium_variabile	6
Methanothermococcus_okinawensis	2
Ruminococcus_albus	4
Terriglobus_saanensis	1
Komagataeibacter_medellinensis	5
Methylovorus_sp._MP688	2
Paludibacter_propionicigenes	3
Riemerella_anatipestifer	2.92
Mycoplasma_leachii	2
Mycoplasma_bovis	1.86
Calditerrivibrio_nitroreducens	2
Marivirga_tractuosa	2
Candidatus_Liberibacter_solanacearum	3
Sulfuricurvum_kujiense	3
Oceanithermus_profundus	2
Pseudoalteromonas_sp._SM9913	8
Vibrio_furnissii	8.83
Intrasporangium_calvum	2
Thermaerobacter_marianensis	2
Thermovibrio_ammonificans	3
Staphylococcus_pseudintermedius	5.85
Mesorhizobium_ciceri	2
Pseudoxanthomonas_suwonensis	1.5
Candidatus_Blochmannia_vafer	1
Bacteroides_helcogenes	5
Nitratifractor_salsuginis	2
Cellulophaga_algicola	5
Isosphaera_pallida	3
Deinococcus_maricopensis	4
Desulfobulbus_propionicus	2
Mycoplasma_haemofelis	1
Thermus_scotoductus	1
Rahnella_sp._Y9602	7
Weeksella_virosa	5
Pseudarthrobacter_phenanthrenivorans	4
Thermoanaerobacterium_xylanolyticum	5
Vulcanisaeta_moutnovskia	1
Sphaerochaeta_globosa	4
Odoribacter_splanchnicus	4
Deinococcus_proteolyticus	3
Phocaeicola_salanitronis	6
Cellulophaga_lytica	4
Syntrophobotulus_glycolicus	4
Pseudopedobacter_saltans	4
Desulfurobacterium_thermolithotrophum	2
Acinetobacter_pittii	5.76
Lactobacillus_amylovorus	4.33
Methanobacterium_lacus	2
Chlamydia_psittaci	1
Xanthomonas_perforans	2
Agrobacterium_sp._H13-3	5
Polymorphum_gilvum	2
Sphingobacterium_sp._21	4
Marinomonas_mediterranea	7
Aerococcus_urinae	4
Thermoproteus_uzoniensis	1
Prevotella_denticola	4
Caldicellulosiruptor_lactoaceticus	3
Acetobacter_aceti	3.33
Bordetella_pertussis	3
Hippea_maritima	2
Fluviicola_taffensis	2
Archaeoglobus_veneficus	1
Burkholderia_gladioli	5
Pseudomonas_brassicacearum	5
Candidatus_Pelagibacter_sp._IMCC9063	1
Treponema_succinifaciens	4
Desulfobacca_acetoxidans	1
Coriobacterium_glomerans	2
Marinithermus_hydrothermalis	3
Bacillus_amyloliquefaciens	8.76
Francisella_hispaniensis	3
Carnobacterium_sp._17-4	8
Bordetella_bronchiseptica	3
Bordetella_parapertussis	3
Listeria_innocua	6
Corynebacterium_diphtheriae	5
Mycoplasma_pulmonis	1
Methanosarcina_barkeri	3
Pyrococcus_abyssi	1
Synechococcus_sp._WH_8102	2
Cupriavidus_metallidurans	4
Vibrio_parahaemolyticus	11.62
Rhodopirellula_baltica	1
Wolinella_succinogenes	3
Photorhabdus_laumondii	7
Bdellovibrio_bacteriovorus	1.6
Arthrobacter_sp._FB24	5
Photobacterium_profundum	15
Deinococcus_geothermalis	4
Neisseria_lactamica	4
Croceibacter_atlanticus	2
Nitrosospira_multiformis	1
Aeromonas_salmonicida	9.73
Bartonella_tribocorum	2
Acetoanaerobium_sticklandii	6
Photorhabdus_asymbiotica	7
Aliivibrio_salmonicida	12.5
Trichormus_azollae	4
Mobiluncus_curtisii	2
Erwinia_billingiae	7
Methanohalobium_evestigatum	2
Pseudonocardia_dioxanivorans	3
Rhodococcus_hoagii	4.5
Acinetobacter_oleivorans	6
Amycolatopsis_mediterranei	4
Leuconostoc_gelidum	4
Halomonas_elongata	4
Halalkalicoccus_jeotgali	1
Glutamicibacter_arilaitensis	6
Mycetohabitans_rhizoxinica	3
Anaerolinea_thermophila	2
Helicobacter_felis	2
Microbacterium_testaceum	2
Acidiphilium_multivorum	2
Cupriavidus_pinatubonensis	6
Paracoccus_denitrificans	3
Shewanella_sp._ANA-3	9
Trichormus_variabilis	4
Aeromonas_veronii	9.63
Chlamydia_pecorum	1
Micromonospora_maris	3
Methanothrix_soehngenii	2
Metallosphaera_cuprina	1
Sphaerochaeta_coccoides	3
Selenomonas_sputigena	4
Pusillimonas_sp._T7-7	2
Gallibacterium_anatis	6
Haemophilus_parainfluenzae	6
Halobacteriovorax_marinus	2
Lactobacillus_buchneri	5
Pyrococcus_sp._NA2	1
Lacinutrix_sp._5H-3-7-4	2
Dokdonia_sp._4H-3-7-5	3
Porphyromonas_asaccharolytica	2
Thermodesulfobium_narugense	2
Treponema_brennaborense	4
Desulfocurvibacter_africanus	3
Cellulomonas_fimi	2
Haliscomenobacter_hydrossis	2
Acidianus_hospitalis	1
Tepidanaerobacter_acetatoxydans	2
Mahella_australiensis	3
Alteromonas_naphthalenivorans	5
Hydrogenobaculum_sp._3684	2
Pseudomonas_fulva	6.25
Acidithiobacillus_ferrivorans	2
Mycolicibacter_sinensis	2
Hoyosella_subflava	3
Serratia_sp._AS12	7
Marinomonas_posidonica	8
Treponema_azotonutricium	2
Delftia_sp._Cs1-4	5
Methanotorris_igneus	2
Desulfotomaculum_nigrificans	8
Methylomonas_methanica	3
Methanobacterium_paludis	3
Lactobacillus_kefiranofaciens	4.33
Serratia_sp._AS13	7
Thiomicrospira_cyclica	2
Hydrogenobaculum_sp._SHO	2
Desulfotomaculum_ruminis	5
Isoptericola_variabilis	3
Corynebacterium_ulcerans	3.84
Ramlibacter_tataouinensis	1.5
Klebsiella_aerogenes	7.97
Thermodesulfobacterium_geofontis	1
Pyrococcus_yayanosii	1
Treponema_paraluiscuniculi	2
Vibrio_anguillarum	8.8
Halopiger_xanaduensis	3
Thermodesulfatator_indicus	2
Pseudothermotoga_thermarum	1
Methanosalsum_zhilinae	3
Cellulomonas_gilvus	2
Flexistipes_sinusarabici	2
Runella_slithyformis	2
Paenibacillus_mucilaginosus	13.33
Francisella_salina	3
Corallococcus_macrosporus	3.5
Candidatus_Moranella_endobia	1
Candidatus_Tremblaya_princeps	2
Candidatus_Midichloria_mitochondrii	1
Brevibacillus_laterosporus	11.83
Nitrosomonas_sp._Is79A3	1
Treponema_caldarium	3
Leuconostoc_sp._C2	4
Weissella_koreensis	5
Advenella_kashmirensis	2
Capnocytophaga_canimorsus	3
Streptomyces_xinghaiensis	6
Brucella_pinnipedialis	3
Collimonas_fungivorans	3
Thermococcus_sp._4557	1
Rickettsia_heilongjiangensis	1
Streptococcus_pseudopneumoniae	1
Borreliella_bissettii	1
Cyclobacterium_marinum	3
Brachyspira_intermedia	1
Pyrolobus_fumarii	1
Haloarcula_hispanica	3
Marichromatium_purpuratum	3
Muricauda_ruestringensis	2
Mycoplasma_putrefaciens	2
Enterobacter_soli	7
Ligilactobacillus_ruminis	6
Lactobacillus_sanfranciscensis	7.5
Roseburia_hominis	4
Chloracidobacterium_thermophilum	1
Micavibrio_aeruginosavorus	1
Glaciecola_nitratireducens	4
Taylorella_asinigenitalis	3
Halobiforma_lacisalsi	3
Thiomicrospira_aerophila	2
Thioalkalivibrio_paradoxus	1
Thermobacillus_composti	5
Thiocystis_violascens	3
Acidaminococcus_intestini	3
Pelagibacterium_halotolerans	2.5
Rhodanobacter_denitrificans	2
Natronobacterium_gregoryi	3
Natrinema_pellirubrum	3
Mycolicibacterium_rhodesiae	2
Halobacterium_sp._DL1	1
Mesorhizobium_australicum	2
Desulfosporosinus_meridiei	11
Desulfitobacterium_metallireducens	8
Blattabacterium_sp._(Mastotermes_darwiniensis)	1
Desulfallas_gibsoniae	8
Thermovirga_lienii	3
Pseudoxanthomonas_spadix	1
Pyrobaculum_ferrireducens	1
Fervidobacterium_pennivorans	2
Methanosaeta_harundinacea	1
Paenibacillus_terrae	9
Desulfosporosinus_orientis	8
Burkholderia_sp._YI23	6
Blattabacterium_punctulatus	1
Thermus_sp._CCB_US3_UF1	2
Geobacillus_thermoleovorans	9.6
Dechlorosoma_suillum	2
Sphaerochaeta_pleomorpha	4
Owenweeksia_hongkongensis	2
Staphylococcus_argenteus	5.2
Hungateiclostridium_clariflavum	6
Actinoplanes_sp._SE50/110	6
Simkania_negevensis	1
Streptomyces_cattleya	6
Rickettsia_slovaca	1
Pediococcus_claussenii	4
Tannerella_forsythia	2
Pseudoalteromonas_spongiae	7.5
Pseudoalteromonas_arctica	9
Serratia_symbiotica	4
Mycoplasma_haemocanis	1
Enterobacter_ludwigii	8.1
Flavobacterium_columnare	10.74
Elizabethkingia_anophelis	5
Klebsiella_michiganensis	7.95
Vibrio_sp._EJY3	9
Frateuria_aurantia	4
Prevotella_dentalis	5
Singulisphaera_acidiphila	8
Spirochaeta_africana	3
Solitalea_canadensis	4
Bacillus_sp._1NLA3E	12
Oceanimonas_sp._GK1	7
Niabella_soli	2
Desulfitobacterium_dichloroeliminans	6
Desulfitobacterium_dehalogenans	6
Clostridium_sp._BNL1100	8
Streptomyces_hygroscopicus	6
Streptococcus_infantarius	7.33
Niastella_koreensis	3
Thermococcus_litoralis	1
Wigglesworthia_glossinidia	2
Acetobacterium_woodii	5
Gordonia_polyisoprenivorans	3
Lactobacillus_mucosae	8
Saprospira_grandis	3
Nocardia_brasiliensis	3
Methanocella_conradii	2
Deinococcus_gobiensis	5
Listeria_ivanovii	6
Salmonella_bongori	7
Bartonella_clarridgeiae	2
Parachlamydia_acanthamoebae	3
Streptococcus_oralis	4
Novosphingobium_sp._PP1Y	3
Flavobacterium_branchiophilum	3
Hyphomicrobium_sp._MC1	1
Streptococcus_salivarius	6.11
Mycobacterium_canettii	1
Desulfosporosinus_acidiphilus	9
Marinitoga_piezophila	3
Corallococcus_coralloides	3
Rahnella_aquatilis	7
Pseudomonas_mandelii	6
Ignavibacterium_album	1
Fervidicoccus_fontis	1
Providencia_stuartii	7
Helicobacter_cetorum	2
Bacillus_sp._JS	10
Methylophaga_frappieri	3
Methylophaga_nitratireducenticrescens	3
Prevotella_intermedia	4
Streptomyces_globisporus	6
Mycobacterium_sp._MOTT36Y	1
Francisella_orientalis	2.87
Shimwellia_blattae	8
Burkholderia_sp._KJ006	6
Blattabacterium_sp._(Blaberus_giganteus)	1
Pyrococcus_sp._ST04	1
Hydrogenophaga_sp._PBC	1
Tistrella_mobilis	4
Thermogladius_calderae	1
Edwardsiella_anguillarum	7
Sphingobium_indicum	2
Sulfurospirillum_barnesii	2
Alistipes_finegoldii	2
Aequorivita_sublithincola	2
Belliella_baltica	4
Ornithobacterium_rhinotracheale	3
Bernardetia_litoralis	3
Thermococcus_cleftensis	1
Turneriella_parva	2
Mycolicibacterium_chubuense	2
Acetomicrobium_mobile	2
Desulfomonile_tiedjei	1
Lactococcus_garvieae	5
Kitasatospora_setae	9
Erysipelothrix_rhusiopathiae	6
Streptococcus_pasteurianus	5.67
Candidatus_Arthromitus_sp._SFB-mouse	5.5
Microlunatus_phosphovorus	1
Eggerthella_sp._YY7918	2
Clostridium_sp._SY8519	4
Solibacillus_silvestris	12
Pelosinus_fermentans	9
Taylorella_equigenitalis	3
Mycobacterium_paraintracellulare	1
Pseudopropionibacterium_propionicum	2
Mycobacteroides_abscessus	1
Mycoplasma_wenyonii	1
Xanthomonas_vasicola	2
Melioribacter_roseus	1
Kosakonia_radicincitans	7
Myxococcus_hansupus	4
Caldilinea_aerophila	2
Candidatus_Mycoplasma_haemolamae	1
Natrinema_sp._J7-2	3
Marinobacter_sp._BSs20148	3
Sphingobium_sp._SYK-6	2
Pseudogulbenkiania_sp._NH8B	8
Candidatus_Arthromitus_sp._SFB-rat-Yit	5
Oscillibacter_valericigenes	3
Rickettsia_japonica	1
Tetragenococcus_halophilus	5
Streptococcus_macedonicus	6
Rickettsia_philipii	1
Blastococcus_saxobsidens	3
Nocardia_cyriacigeorgica	3
Rickettsia_amblyommatis	1
Rickettsia_rhipicephali	1
Selenomonas_ruminantium	7
Phycisphaera_mikurensis	1
Rickettsia_australis	1
Rickettsia_montanensis	1
Rickettsia_parkeri	1
Rubrivivax_gelatinosus	3
Bradyrhizobium_cosmicum	1
Actinoplanes_missouriensis	6
Leptospirillum_ferrooxidans	3
Caldisericum_exile	1
Pararhodospirillum_photometricum	1
Halobacillus_halophilus	7
Helicobacter_cinaedi	2
Enterobacter_kobei	7.91
Morganella_morganii	6.94
Aeromonas_media	10.11
secondary_endosymbiont_of_Ctenarytaina_eucalypti	1
secondary_endosymbiont_of_Heteropsylla_cubana	1
Candidatus_Portiera_aleyrodidarum	1
Nocardiopsis_alba	5
Arthrobacter_sp._Rue61a	6
Cytobacillus_oceanisediminis	11.5
Bradyrhizobium_sp._CCGE-LA001	1
Sulfuricella_denitrificans	2
Pseudomonas_oleovorans	4
Streptomyces_tsukubensis	6
Leptospirillum_ferriphilum	2
Alcanivorax_pacificus	2
Gottschalkia_acidurici	6
Candidatus_Nitrosopumilus_koreensis	1
Candidatus_Nitrosopumilus_sediminis	1
Exiguobacterium_antarcticum	9
Bacillus_altitudinis	7.53
Cycloclasticus_sp._P1	1
Alcanivorax_dieselolei	2
Paraburkholderia_phenoliruptrix	6
Leuconostoc_carnosum	4
Thalassospira_xiamenensis	4
Candidatus_Methanomethylophilus_alvus	1
Piscirickettsia_salmonis	6.01
Herbaspirillum_rubrisubalbicans	3
Kosakonia_sacchari	7
Acidovorax_sp._KKS102	3
Candidatus_Nitrososphaera_gargensis	1
Bifidobacterium_asteroides	2
Methylocystis_sp._SC2	1
Methanoculleus_bourgensis	1
Cardinium_endosymbiont_of_Encarsia_pergandiella	1
Dehalobacter_sp._DCA	3
Simiduia_agarivorans	3
Dehalobacter_sp._CF	3
Thermacetogenium_phaeum	3
Leptospira_mayottensis	2
Haloferax_mediterranei	2
Modestobacter_marinus	3
Streptococcus_intermedius	4
Wolbachia_endosymbiont_of_Onchocerca_ochengi	1
Desulfobacula_toluolica	4
Amphibacillus_xylanus	6
Thermoanaerobacterium_saccharolyticum	5
Lactobacillus_casei	5
Thermus_oshimai	2
Acidipropionibacterium_acidipropionici	4.14
Pseudoalteromonas_sp._Bsw20308	8
Anabaena_sp._90	5
Leptospira_santarosai	2
Pseudomonas_sp._UW4	7
Cyanobium_gracile	2
Calothrix_sp._PCC_7507	3
Leptolyngbya_sp._PCC_7376	2
Nostoc_sp._PCC_7107	4
Nostoc_sp._PCC_7524	5
Rivularia_sp._PCC_7116	3
Synechococcus_sp._PCC_6312	1
Pleurocapsa_minor	3
Geitlerinema_sp._PCC_7407	3
Pseudanabaena_sp._PCC_7367	2
Synechococcus_sp._PCC_7502	2
Oscillatoria_acuminata	3
Chroococcidiopsis_thermalis	3
Mycolicibacterium_neoaurum	2
Calothrix_parietina	4
Oscillatoria_nigro-viridis	2
Crinalium_epipsammum	4
Microcoleus_sp._PCC_7113	4
Gloeocapsa_sp._PCC_7428	2
Stanieria_cyanosphaera	2
Dactylococcopsis_salina	3
Halothece_sp._PCC_7418	3
Cyanobacterium_aponinum	3
Anabaena_cylindrica	4
Caldisphaera_lagunensis	1
Deinococcus_peraridilitoris	4
Carnobacterium_maltaromaticum	6
Candidatus_Kinetoplastibacterium_crithidii	3
Candidatus_Kinetoplastibacterium_blastocrithidii	3
Candidatus_Endolissoclinum_faulkneri	1
Spiribacter_salinus	1
Thioalkalivibrio_nitratireducens	1
Echinicola_vietnamensis	4
Liberibacter_crescens	3
Thioflavicoccus_mobilis	2
Methanoregula_formicica	1
Aciduliprofundum_sp._MAR08-339	1
Halovivax_ruber	2
Mycobacterium_sp._JS623	2
Halobacteroides_halobius	5
Methanomethylovorans_hollandica	2
Natronococcus_occultus	4
Saccharothrix_espanaensis	4
Mycoplasma_cynos	4
Serratia_sp._FGI94	7
Rhizobium_tropici	3
Candidatus_Blochmannia_chromaiodes	1
Myxococcus_stipitatus	3
Thermoclostridium_stercorarium	3
Nonlabens_dokdonensis	2
Blattabacterium_sp._(Blatta_orientalis)	1
Serratia_marcescens	6.98
Geobacillus_sp._GHH01	10
Pseudomonas_poae	5
Mycobacterium_haemophilum	1
Candidatus_Kinetoplastibacterium_desouzaii	3
Candidatus_Kinetoplastibacterium_oncopeltii	3
Clostridium_saccharoperbutylacetonicum	11
Candidatus_Kinetoplastibacterium_galatii	3
Corynebacterium_halotolerans	4
Bartonella_australis	2
Bartonella_vinsonii	2
Desulfocapsa_sulfexigens	3
Bordetella_holmesii	3
Hydrogenobaculum_sp._HO	2
Corynebacterium_callunae	7
Bradyrhizobium_oligotrophicum	2
Pseudomonas_sp._Lz4W	5
Bibersteinia_trehalosi	6
Paraglaciecola_psychrophila	6
Sphingomonas_sp._MM-1	2
Bifidobacterium_thermophilum	4
Edwardsiella_piscicida	8.5
Xanthomonas_axonopodis	2
Bdellovibrio_exovorus	1
Hydrogenobaculum_sp._SN	2
Ilumatobacter_coccineus	2
Blattabacterium_cuenoti	1
Mannheimia_haemolytica	6
Pseudomonas_sp._ATCC_13867	5
Azoarcus_sp._KH32C	5
Vibrio_alginolyticus	11.84
Thalassolituus_oleivorans	3.67
Nitrosospira_lacus	1
Streptomyces_albidoflavus	7
Methylobacterium_mesophilicum	1
Streptomyces_sp._PAMC_26508	6
Cutibacterium_avidum	3
Raoultella_ornithinolytica	8
Epibacterium_mobile	4.5
Wolbachia_endosymbiont_of_Drosophila_simulans	1
Archaeoglobus_sulfaticallidus	1
Streptococcus_cristatus	4
Streptomyces_fulvissimus	6
Clostridium_pasteurianum	9.8
Actinoplanes_sp._N902-109	4
Candidatus_Saccharimonas_aalborgensis	1
Amycolatopsis_keratiniphila	4
Spiroplasma_chrysopicola	1
Spiroplasma_syrphidicola	1
Caballeronia_insecticola	5
Salinarchaeum_sp._Harcht-Bsk1	1
Methanobrevibacter_sp._AbM4	3
Candidatus_Methanomassiliicoccus_intestinalis	1
Bacillus_paralicheniformis	7.7
Enterobacter_sp._R4-368	10
Streptomyces_sp._Mg1	7
Pseudomonas_resinovorans	5
Psychrobacter_sp._G	4
Corynebacterium_terpenotabidum	5
Serratia_liquefaciens	7
Spiroplasma_taiwanense	1
Spiroplasma_diminutum	1
Streptococcus_lutetiensis	6.6
Candidatus_Profftella_armatura	1
Cycloclasticus_zancles	1
Candidatus_Nasuia_deltocephalinicola	1
Corynebacterium_maris	4
Streptomyces_collinus	6
Paracoccus_aminophilus	4
Borrelia_miyamotoi	1
Geobacillus_genomosp._3	10
Thermofilum_adornatum	1
Treponema_pedis	2
Pseudomonas_asturiensis	5
Flavobacterium_indicum	4
Serratia_sp._ATCC_39006	7
Streptococcus_constellatus	4
Streptococcus_anginosus	4.12
Bacillus_sp._NSP9.1	1
Cellulophaga_baltica	4
Bacillus_sp._SB49	8
Halorhabdus_tiamatea	1
Bacillus_sp._NSP2.1	9
Chlamydia_gallinacea	1
Blattabacterium_sp._(Nauphoeta_cinerea)	1
Bacillus_infantis	9
Clostridium_saccharobutylicum	12
Mycoplasma_parvum	1
Candidatus_Symbiobacter_mobilis	2
Synechocystis_sp._PCC_6714	2
Adlercreutzia_equolifaciens	2
Streptococcus_sp._I-P16	2
Streptococcus_sp._I-G2	2
Clostridium_autoethanogenum	9
Gloeobacter_kilaueensis	1
Spiribacter_curvatus	1
Carnobacterium_inhibens	8
Actinoplanes_friuliensis	3
Staphylococcus_pasteuri	5.67
Pseudomonas_sp._VLB120	7
Bacillus_toyonensis	12
Candidatus_Liberibacter_americanus	3
Exiguobacterium_sp._MH3	9
Pseudomonas_soli	7
Rhizobium_pusense	4
Rickettsia_monacensis	1
Hyphomicrobium_nitrativorans	1
Pseudothermotoga_elfii	1
Pseudothermotoga_hypogea	1
Enterococcus_mundtii	6
Cronobacter_malonaticus	7
Pandoraea_pnomenusa	4
Salinispira_pacifica	2
Pseudomonas_sp._TKP	5
Ehrlichia_muris	1
Mycoplasma_ovis	2
Pseudomonas_monteilii	6.78
Dickeya_solani	7
Rhodococcus_pyridinivorans	4
Pseudomonas_sp._FGI182	7
Leisingera_methylohalidivorans	5
Phaeobacter_gallaeciensis	4
Paenibacillus_larvae	8
Escherichia_albertii	7
Sphingomonas_sanxanigenens	3
Legionella_oakridgensis	3
Thermocrinis_ruber	1
Dehalobacter_restrictus	3.5
Barnesiella_viscericola	5
Magnetospirillum_gryphiswaldense	2
Candidatus_Babela_massiliensis	1
Pseudomonas_cichorii	6
Spiroplasma_mirum	1
Candidatus_Sodalis_pierantonius	5
Sodalis_praecaptivus	7
Thermococcus_paralvinellae	1
Halostagnicola_larsenii	2
Chania_multitudinisentens	7
Advenella_mimigardefordensis	2
Mannheimia_sp._USDA-ARS-USMARC-1261	6
Mannheimia_varigena	6
Paraburkholderia_caribensis	6
Gemmatirosa_kalamazoonesis	2
Nocardia_nova	3
Mycoplasma_bovoculi	1
Kutzneria_albida	3
Wolbachia_endosymbiont_of_Onchocerca_volvulus	1
Corynebacterium_casei	4
Corynebacterium_vitaeruminis	5
Spiroplasma_culicicola	1
Spiroplasma_sabaudiense	2
Sulfurospirillum_multivorans	2.5
Hymenobacter_swuensis	3
Clostridium_bornimense	8
Yersinia_similis	7
Candidatus_Hepatoplasma_crinochetorum	1
Chlamydia_avium	1
Thermococcus_nautili	1
Corynebacterium_argentoratense	4
Brucella_ceti	3
Roseibacterium_elongatum	2
Aeropyrum_camini	1
Natronomonas_moolapensis	1
Hafnia_alvei	7.67
Peptoclostridium_acidaminophilum	7
Gilliamella_apicola	4
Snodgrassella_alvi	4
Lysinibacillus_varians	10
Trueperella_pyogenes	2.55
Paenibacillus_sabinae	9
Castellaniella_defragrans	2
Nitrosospira_briensis	1
Draconibacterium_orientale	2
Corynebacterium_glyciniphilum	4
Enterobacter_asburiae	8
Azospirillum_brasilense	7.29
Ehrlichia_sp._HF	1
Neorickettsia_helminthoeca	1
Brevundimonas_naejangsanensis	2
Neochlamydia_sp._S13	2
Citrobacter_freundii	7.99
Rubrobacter_radiotolerans	1
Pseudomonas_knackmussii	4.5
Gemmatimonas_phototrophica	2
Streptomyces_albulus	7
Mycoplasma_californicum	1.88
Serratia_sp._FS14	7
Halomonas_campaniensis	6
Ensifer_adhaerens	5
Nitrososphaera_viennensis	1
Rhizobium_sp._IE4771	3
Pseudomonas_chlororaphis	5
Rhodoluna_lacicola	1
Methylomonas_sp._LW13	3
Sinorhizobium_americanum	3
Staphylococcus_xylosus	6.33
Alkalihalobacillus_lehensis	7
Bifidobacterium_indicum	3
Mesorhizobium_huakuii	2
Candidatus_Arthromitus_sp._SFB-mouse-NL	5
Candidatus_Walczuchella_monophlebidarum	1
Klebsiella_oxytoca	8
Janthinobacterium_agaricidamnosum	4.5
Mycoplasma_amphoriforme	1
Ruminococcus_bicirculans	4
Bacillus_methanolicus	9
Actinotignum_schaalii	3
Fimbriimonas_ginsengisoli	2
Lysinibacillus_fusiformis	13
Virgibacillus_sp._SK37	7
Pelosinus_sp._UFO1	15
Terribacillus_goriensis	8
Dyella_japonica	2
Dermacoccus_nishinomiyaensis	3
Palaeococcus_pacificus	2
Nitrospirillum_amazonense	5
endosymbiont_of_Acanthamoeba_sp._UWC8	1
Candidatus_Nitrososphaera_evergladensis	1
Alteromonas_australica	5
Neorhizobium_galegae	3
Weissella_ceti	6
Amycolatopsis_japonica	4
Corynebacterium_atypicum	4
Thermodesulfobacterium_commune	1
Calothrix_sp._336/3	1
Halomonas_sp._KO116	6
Campylobacter_iguaniorum	3
Sandaracinus_amylolyticus	2
Hymenobacter_sp._APR13	4
Synechococcus_sp._KORDI-100	1
Synechococcus_sp._KORDI-49	2
Synechococcus_sp._KORDI-52	3
Bifidobacterium_coryneforme	3
Planktomarina_temperata	2
Methanocaldococcus_bathoardescens	2
Amycolatopsis_methanolica	3
Streptomyces_lividans	6
Comamonas_testosteroni	7
Actinobacillus_suis	6
Corynebacterium_imitans	4
Borreliella_valaisiana	1
Candidatus_Paracaedibacter_acanthamoebae	2
Bacillus_pseudomycoides	14
Basilea_psittacipulmonis	3
Thermoanaerosceptrum_fracticalcis	5
Pseudomonas_alkylphenolica	6
Corynebacterium_ureicelerivorans	4
Bacillus_sp._X1(2014)	12
Sphingobacterium_sp._ML3W	8
Serratia_sp._SCBI	7
Melissococcus_plutonius	4
Enterobacter_hormaechei	7.96
Treponema_putidum	2
Corynebacterium_sp._ATCC_6931	5
Arthrobacter_alpinus	7
Candidatus_Izimaplasma_sp._HR1	1
Burkholderia_oklahomensis	4
Paenibacillus_durus	9.5
Pluralibacter_gergoviae	7
Methylobacterium_oryzae	4
Cedecea_neteri	7
Prochlorococcus_sp._MIT_0604	1
Prochlorococcus_sp._MIT_0801	1
Dickeya_fangzhongdai	7
Paenibacillus_sp._FSL_H7-0357	9
Paenibacillus_sp._FSL_H7-0737	10
Paenibacillus_sp._FSL_P4-0081	10
